sequence,rows,all_changes,any_changes,jaccards
"[421, 154, 1071, 719, 1467, 123, 1229, 840, 862, 93, 105, 51, 1530, 316, 382, 171, 563, 185, 207, 85, 200, 2004, 41, 142, 14, 117, 244, 757, 336, 538, 1510, 1159, 322, 1263, 247, 1848, 727, 7, 455, 211, 2571, 1524, 35, 610, 128, 137, 44, 213, 1093, 58]",44,0.531,28.529,81.333
"[421, 227, 1298, 65, 1287, 257, 1201, 734, 373, 980, 318, 870, 39, 61, 455, 3019, 886, 1349, 69, 1043, 1962, 1965, 981, 615, 215, 1547, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",21,34.87,37.805,63.039
"[421, 289, 1467, 247, 1436, 1382, 91, 1108, 198, 49, 98, 157, 349, 152, 434, 273, 63, 265, 196, 470, 161, 114, 1669, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",18,1.342,29.724,76.45
"[421, 45, 951, 506, 800, 1288, 2638, 267, 1448, 125, 48, 68, 276, 1489, 694, 105, 52, 1676, 554, 257, 2706, 97, 150, 418, 382, 547, 798, 1649, 666, 2756, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",25,0.261,0.261,97.441
"[421, 65, 61, 420, 641, 10, 105, 125, 1530, 2090, 129, 322, 435, 106, 1146, 1468, 175, 1980, 526, 476, 1119, 844, 265, 247, 152, 320, 337, 501, 2094, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",24,9.448,9.448,88.433
"[422, 343, 1257, 440, 21, 492, 177, 2154, 281, 577, 1929, 2570, 640, 594, 285, 815, 464, 552, 1312, 516, 826, 535, 475, 2640, 582, 1100, 1244, 286, 1631, 853, 892, 1409, 730, 901, 2085, 2198, 2471, 2622, 1369, 859, 482, 344, 2892, 1402, 75, 114, 397, 628, 525, 222]",44,4.153,16.99,86.857
"[424, 804, 539, 438, 351, 1201, 502, 1970, 318, 118, 211, 1855, 2789, 736, 1601, 1602, 2419, 1603, 1604, 2436, 749, 377, 776, 100, 212, 665, 1229, 407, 294, 185, 525, 2573, 257, 3149, 1915, 3048, 532, 2344, 1432, 1424, 1323, 507, 69, 1840, 501, 96, 612, 174, 2037, 886]",44,0.082,1.908,98.688
"[425, 401, 426, 2201, 815, 410, 2457, 149, 300, 522, 330, 675, 614, 585, 427, 400, 1746, 1039, 473, 942, 783, 691, 119, 424, 472, 127, 25, 1643, 730, 420, 1682, 1774, 419, 1593, 1038, 676, 1687, 850, 1390, 1407, 1418, 1373, 246, 1121, 2578, 1236, 262, 263, 3702, 2577]",44,1.699,1.699,98.299
"[429, 1323, 438, 1099, 1257, 149, 117, 548, 386, 2086, 425, 397, 208, 646, 387, 265, 829, 730, 424, 1344, 127, 1681, 942, 746, 105, 615, 176, 1298, 274, 1455, 159, 401, 2619, 712, 222, 1305, 98, 206, 128, 218, 1110, 187, 211, 278, 945, 364, 502, 426, 924, 312]",44,3.05,25.499,82.25
"[429, 691, 65, 1131, 79, 279, 278, 353, 274, 878, 364, 861, 295, 975, 1388, 1163, 2043, 312, 51, 1692, 2251, 39, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",17,8.335,9.412,90.889
"[432, 717, 78, 117, 1062, 626, 375, 217, 1229, 2612, 441, 5, 588, 8, 278, 14, 1585, 1332, 20, 712, 148, 27, 965, 1186, 156, 759, 731, 539, 844, 492, 265, 1314, 1001, 592, 674, 1114, 1527, 42, 130, 742, 897, 1052, 1443, 75, 2034, 425, 169, 1879, 906, 118]",44,1.991,2.237,97.843
"[435, 630, 1462, 895, 129, 1261, 1241, 1466, 560, 892, 1922, 906, 1583, 1562, 293, 59, 1739, 1514, 324, 1453, 563, 1455, 46, 1648, 1449, 1779, 709, 418, 767, 175, 1099, 421, 1550, 117, 727, 1107, 429, 135, 649, 548, 172, 370, 646, 383, 413, 568, 154, 1652, 426, 166]",44,0.037,1.558,98.66
"[435, 642, 241, 714, 1265, 65, 519, 97, 45, 125, 23, 744, 98, 663, 295, 133, 715, 218, 965, 27, 1001, 539, 63, 776, 114, 644, 1015, 995, 759, 61, 647, 738, 1002, 1006, 190, 749, 215, 323, 587, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",34,0.011,11.812,93.071
"[438, 1409, 1385, 859, 845, 138, 239, 1408, 573, 1361, 641, 1851, 63, 161, 134, 606, 1191, 99, 556, 955, 1656, 1185, 657, 1084, 445, 129, 168, 40, 124, 104, 281, 1401, 462, 1968, 927, 2094, 1329, 660, 2100, 1333, 1326, 2830, 1784, 1840, 1769, 1381, 1958, 2843, 73, 1830]",44,0.232,8.509,93.741
"[448, 165, 1328, 110, 63, 17, 241, 522, 732, 789, 397, 2640, 907, 956, 2598, 161, 90, 167, 568, 2100, 383, 888, 120, 320, 291, 2582, 567, 401, 739, 1593, 895, 920, 3311, 661, 1869, 31, 1203, 763, 2281, 164, 186, 437, 127, 1688, 1200, 2201, 1055, 118, 500, 1488]",44,0.614,2.357,98.427
"[449, 1593, 1686, 1774, 614, 473, 1527, 585, 499, 522, 2640, 2201, 1407, 1380, 1798, 1408, 472, 1225, 396, 2287, 2379, 1969, 2418, 22, 1183, 168, 68, 337, 129, 2505, 157, 52, 1524, 150, 260, 277, 245, 2040, 185, 247, 940, 339, 1536, 122, 2039, 795, 2634, 1077, 1645, 1965]",44,0.869,5.977,95.323
"[45, 189, 2439, 2192, 65, 66, 110, 2786, 426, 1073, 435, 670, 1666, 147, 1193, 2551, 679, 7, 214, 1844, 137, 140, 729, 210, 1110, 44, 474, 431, 301, 133, 715, 1155, 218, 187, 211, 256, 588, 123, 387, 433, 63, 79, 278, 1019, 196, 118, -1, -1, -1, -1]",41,0.073,3.097,97.315
"[45, 42, 790, 393, 845, 800, 1916, 1420, 1307, 796, 52, 168, 68, 506, 245, 49, 1756, 152, 530, 39, 41, 461, 172, 384, 480, 40, 124, 492, 117, 19, 1591, 86, 1274, 230, 917, 1097, 114, 438, 239, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",34,6.958,6.958,89.276
"[45, 789, 1059, 1341, 487, 97, 125, 133, 744, 1002, 27, 1242, 377, 715, 995, 65, 210, 218, 23, 991, 965, 644, 1001, 190, 252, 1271, 63, 469, 114, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",24,0.143,16.736,86.889
"[45, 901, 65, 23, 1432, 1332, 39, 615, 455, 2634, 846, 636, 328, 70, 412, 516, 682, 185, 106, 223, 245, 1201, 471, 917, 2345, 1920, 58, 995, 68, 281, 727, 2036, 692, 663, 1241, 1422, 289, 2495, 798, 61, 165, 267, 52, 807, 2019, -1, -1, -1, -1, -1]",40,0.549,2.974,98.036
"[458, 515, 90, 687, 1758, 343, 691, 1596, 1151, 149, 1802, 872, 789, 901, 419, 531, 875, 503, 2794, 2154, 180, 344, 1315, 232, 730, 1166, 577, 275, 1804, 871, 190, 640, 984, 552, 1870, 475, 288, 668, 1865, 2471, 3147, 401, 826, 84, 1310, 741, 1932, 1313, 1355, 732]",44,0.421,0.421,97.975
"[461, 1421, 118, 670, 351, 8, 23, 548, 14, 135, 796, 168, 2636, 316, 2236, 117, 130, 372, 34, 41, 788, 933, 222, 2266, 5, 244, 275, 516, 794, 1182, 538, 1432, 180, 355, 875, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",30,0.229,0.229,98.033
"[468, 114, 742, 201, 703, 206, 33, 190, 151, 149, 196, 61, 644, 1227, 1554, 167, 1249, 623, 857, 844, 529, 1738, 288, 681, 559, 768, 1017, 679, 620, 1042, 776, 648, 718, 312, 1618, 676, 87, 1079, 642, 120, 1185, 1082, 1605, 1686, 1342, 1104, 1418, 1134, 576, 1083]",44,0.937,5.048,96.255
"[471, 532, 238, 59, 69, 243, 900, 534, 832, 1158, 407, 260, 41, 245, 1518, 612, 200, 506, 1254, 125, 980, 1106, 546, 185, 14, 1116, 384, 210, 1196, 183, 1252, 169, 1345, 436, 58, 42, 240, 274, 316, 351, 1328, 1463, 250, 2107, 220, 2026, 1201, 359, 57, 638]",44,28.172,28.172,70.407
"[479, 42, 432, 449, 124, 104, 382, 1467, 237, 165, 624, 160, 384, 1401, 438, 5, 712, 110, 764, 1530, 1116, 906, 421, 157, 176, 793, 150, 16, 613, 696, 175, 448, 714, 674, 1309, 1042, 1500, 1257, 375, 80, 1344, 151, 1476, 439, 492, 141, 177, 815, 46, 91]",44,0.204,34.961,88.121
"[48, 112, 1728, 663, 1964, 1731, 202, 571, 97, 1, 1395, 2031, 1722, 140, 1467, 862, 1272, 1922, 3041, 3178, 1704, 3261, 339, 1284, 586, 1254, 630, 560, 1583, 1613, 259, 59, 293, 2072, 2084, 1452, 1556, 1451, 1159, 1553, 210, 1560, 129, 1146, 460, 896, 127, 126, 3189, 87]",44,0.491,0.491,94.643
"[483, 6, 594, 247, 1217, 10, 1081, 45, 128, 65, 85, 7, 187, 644, 124, 588, 720, 278, 206, 196, 587, 114, 2351, 151, 63, 149, 645, 676, 201, 656, 421, 1466, 175, 470, 727, 135, 1848, 1523, 1634, 767, 117, -1, -1, -1, -1, -1, -1, -1, -1, -1]",36,0.058,7.241,95.098
"[485, 2754, 455, 1308, 909, 2156, 476, 245, 52, 505, 318, 338, 478, 1097, 979, 2752, 40, 903, 1872, 492, 60, 220, 3386, 1107, 284, 1060, 358, 1892, 902, 329, 519, 449, 2246, 146, 440, 239, 229, 888, 372, 922, 465, 489, 1401, 2755, 1600, 483, 1906, 1369, 675, 1767]",44,0.106,0.106,84.382
"[49, 670, 10, 1, 2484, 682, 245, 1943, 1540, 2036, 717, 88, 40, 1099, 27, 6, 133, 210, 152, 214, 93, 211, 157, 190, 265, 715, 217, 729, 1155, 65, 1110, 187, 79, 644, 712, 387, 140, 61, 41, 1510, 1455, 14, 771, 85, 23, 632, 176, 171, 1211, 1299]",44,0.291,0.291,96.456
"[491, 338, 2482, 508, 19, 90, 2150, 93, 476, 83, 1323, 1305, 1404, 478, 471, 2268, 438, 503, 594, 485, 519, 1311, 1265, 2824, 2631, 1960, 2777, 455, 315, 1394, 1956, 417, 495, 169, 766, 897, 1539, 1402, 614, 1377, 60, 490, 364, 233, 1749, 754, 1369, 919, 2069, 164]",44,0.06,2.145,98.617
"[5, 538, 816, 506, 1755, 332, 1012, 789, 1865, 746, 89, 1034, 1399, 535, 413, 872, 522, 261, 372, 90, 730, 863, 787, 1315, 397, 275, 1277, 1929, 447, 557, 401, 353, 568, 1849, 2274, 1424, 708, 826, 194, 577, 691, 253, 1175, 648, 1253, 232, 2892, 1752, 333, 2087]",44,0.598,0.598,98.147
"[501, 110, 2067, 505, 1634, 866, 1107, 1550, 995, 23, 612, 429, 1099, 848, 1005, 97, 1242, 749, 539, 377, 218, 120, 1002, 295, 278, 989, 433, 857, 190, 215, 63, 65, 1019, 2557, 39, 327, 1529, 1071, 124, 624, 846, 204, 105, 1344, 734, 185, 1574, 1575, 793, 1467]",44,0.427,8.964,82.7
"[505, 290, 98, 1970, 946, 445, 454, 177, 521, 93, 124, 1097, 40, 526, 278, 928, 353, 874, 791, 939, 1709, 933, 1559, 5, 2216, 364, 4, 502, 2154, 936, 1306, 339, 295, 882, 426, 1367, 1388, 552, 1315, 309, 3379, 871, 333, 1692, 1163, 135, 881, 280, 306, 219]",44,0.896,1.452,98.653
"[506, 130, 397, 691, 317, 291, 222, 117, 177, 538, 1195, 528, 730, 568, 1201, 1658, 734, 190, 1257, 383, 535, 522, 315, 739, 129, 1339, 245, 52, 168, 809, 49, 45, 125, 6, 128, 150, 217, 670, 281, 211, 98, 140, 218, 187, 79, 152, 712, 58, 243, 260]",44,0.479,16.215,88.911
"[516, 1652, 146, 632, 184, 891, 76, 604, 528, 643, 638, 177, 204, 1667, 5, 1642, 1645, 626, 1186, 826, 1503, 538, 410, 535, 165, 1493, 386, 677, 793, 770, 291, 515, 815, 372, 176, 190, 607, 1271, 1432, 425, 2536, 756, 731, 712, 397, 689, 693, 400, 522, 1501]",44,0.083,46.559,68.723
"[517, 45, 435, 670, 157, 125, 6, 128, 729, 210, 152, 200, 211, 98, 1252, 58, 690, 217, 218, 1069, 720, 715, 187, 434, 214, 278, 206, 63, 587, 1070, 588, 149, 1114, 79, 91, 1072, 712, 241, 387, 80, 190, 151, 976, 121, 65, 94, 61, 529, 118, 647]",44,0.285,23.978,80.348
"[524, 888, 118, 332, 1561, 433, 2223, 1982, 417, 984, 1156, 568, 2089, 149, 305, 519, 2460, 397, 691, 2422, 1197, 485, 1757, 1432, 502, 1366, 1076, 320, 789, 567, 1340, 2124, 1136, 912, 2538, 837, 1787, 1927, 658, 1409, 747, 1382, 933, 131, 66, 1225, 1383, 2616, 1422, 421]",44,0.036,0.036,99.789
"[530, 68, 135, 27, 1587, 1863, 492, 601, 274, 702, 281, 98, 316, 20, 133, 589, 326, 511, 651, 42, 41, 1825, 462, 1576, 905, 2542, 2293, 1318, 1866, 1564, 209, 195, 124, 1833, 394, 846, 395, 1508, 398, 739, 917, 1840, 1231, 1383, 2433, 245, 227, 60, 897, 836]",44,0.115,1.94,98.546
"[536, 117, 428, 98, 273, 146, 151, 265, 91, 152, 1214, 189, 156, 190, 149, 196, 114, 529, 118, 121, 167, 433, 539, 63, 323, 120, 897, 971, 620, 161, 763, 784, 24, 1089, 462, 41, 11, 940, 34, 516, 17, 924, 372, 157, 617, 607, 853, 79, 145, 247]",44,0.919,0.919,77.779
"[538, 21, 516, 336, 190, 291, 366, 1012, 804, 503, 515, 2850, 535, 2399, 355, 1896, 90, 816, 1595, 872, 1865, 1187, 33, 146, 1277, 149, 552, 2471, 84, 1802, 619, 451, 397, 826, 984, 180, 165, 745, 1310, 1322, 1432, 353, 1055, 413, 668, 687, 332, 2867, 600, 658]",44,0.448,0.448,98.198
"[539, 161, 1665, 784, 87, 433, 604, 269, 1104, 1221, 556, 99, 1150, 432, 1116, 965, 214, 1119, 912, 595, 716, 189, 1142, 203, 2672, 791, 1815, 1268, 1680, 2260, 2392, 1816, 1819, 1154, 1817, 2658, 1140, 69, 129, 105, 281, 45, 125, 128, 715, 217, 65, 670, 1713, 542]",44,0.011,0.395,99.653
"[540, 185, 30, 919, 516, 1012, 382, 816, 506, 135, 165, 3146, 891, 89, 1151, 531, 177, 370, 21, 226, 5, 130, 324, 770, 1658, 734, 291, 383, 2183, 232, 332, 2256, 826, 2236, 1136, 2188, 787, 2266, 522, 600, 658, 180, 619, 105, 435, 670, 799, 51, 2053, 222]",44,1.083,55.753,59.822
"[546, 115, 1151, 1312, 1584, 485, 1419, 212, 1496, 401, 731, 344, 752, 2328, 2063, 1420, 667, 690, 974, 2085, 1088, 877, 976, 873, 192, 2321, 1102, 188, 1915, 845, 2145, 1794, 481, 1143, 1307, 2354, 1975, 1322, 3612, 1270, 1193, 2613, 788, 1351, 3021, 1675, 2740, 2213, 1429, 2658]",44,3.167,3.167,63.931
"[548, 730, 6, 1299, 670, 1569, 2092, 190, 2040, 114, 61, 327, 93, 462, 24, 1107, 161, 34, 41, 11, 536, 2, 35, 391, 22, 31, 924, 2184, 1087, 946, 133, 247, 425, 643, 20, 27, 500, 69, 257, 318, 1255, 238, 1987, 1106, 2919, 518, 1245, 832, 2215, 350]",44,0.196,2.822,98.052
"[551, 530, 93, 492, 152, 110, 358, 177, 3371, 21, 506, 923, 40, 1303, 326, 375, 510, 918, 19, 1951, 266, 1290, 372, 1119, 329, 471, 538, 439, 438, 34, 524, 594, 797, 904, 90, 1829, 558, 539, 323, 1486, 518, 2092, 1888, 1598, 838, 69, 1713, 832, 2588, 2585]",44,0.434,4.899,96.59
"[558, 505, 438, 172, 117, 537, 273, 284, 1527, 265, 522, 1791, 383, 471, 125, 435, 218, 1110, 49, 241, 214, 157, 756, 2095, 712, 588, 206, 79, 95, 433, 190, 434, 1669, 105, 670, 10, 662, 168, 48, 27, 245, 384, 613, 643, 20, 718, 425, 623, 515, 809]",44,0.021,3.03,96.1
"[559, 114, 586, 1683, 1674, 1556, 151, 434, 1745, 39, 257, 264, 185, 1062, 2535, 2215, 1644, 307, 946, 436, 367, 195, 1630, 770, 354, 438, 239, 1793, 789, 837, 901, 1106, 2325, 500, 318, 520, 481, 1088, 1385, 351, 1197, 1394, 708, 518, 2314, 778, 1614, 873, 1271, 1502]",44,0.025,19.628,86.621
"[563, 23, 548, 130, 8, 169, 14, 866, 796, 759, 20, 717, 24, 744, 129, 218, 237, 19, 152, 281, 800, 766, 465, 401, 2363, 199, 336, 1640, 1257, 464, 180, 1546, 133, 687, 811, 417, 313, 143, 1587, 1293, 178, 383, 172, 117, 438, 770, 804, 222, 1025, 1529]",44,0.085,19.396,82.813
"[565, 126, 1235, 42, 1369, 28, 909, 652, 1856, 353, 789, 232, 269, 1655, 70, 316, 1559, 920, 502, 436, 1031, 878, 937, 931, 890, 2154, 346, 932, 1791, 95, 801, 871, 899, 916, 494, 351, 135, 930, 881, 892, 874, 877, 509, 1709, 355, -1, -1, -1, -1, -1]",40,2.802,2.802,97.025
"[577, 83, 1, 866, 6, 1243, 18, 97, 125, 210, 744, 663, 218, 78, 23, 965, 27, 749, 114, 647, 677, 1004, 190, 1120, 857, 645, 738, 1711, 809, 985, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",25,0.134,10.226,91.296
"[578, 65, 28, 1432, 2079, 199, 1043, 1713, 80, 63, 265, 44, 152, 157, 1059, 133, 93, 49, 631, 433, 190, 134, 844, 79, 118, 105, 639, 1396, 51, 117, 90, 21, 402, 89, 336, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",30,0.48,21.204,86.621
"[581, 1028, 610, 1001, 924, 389, 1426, 869, 2624, 1115, 595, 1131, 214, 1268, 1122, 1127, 2468, 2237, 2369, 1536, 1537, 1006, 1296, 2367, 1116, 1571, 1962, 1978, 3008, 2950, 2387, 2968, 1297, 2353, 2975, 1733, 2389, 2380, 2374, 1249, 976, 995, 677, 1134, 190, 63, 114, 529, 134, 776]",44,0.064,0.469,94.296
"[586, 510, 16, 1536, 2325, 683, 105, 1628, 2703, 421, 719, 435, 237, 560, 1569, 136, 144, 1300, 175, 2920, 1254, 1466, 1731, 48, 454, 1896, 32, 562, 2438, 183, 1586, 2049, 2490, 2453, 1031, 2765, 2943, 260, 1615, 173, 1233, 470, 2181, 1106, 4, 69, 407, 2215, 1264, 534]",44,2.189,4.714,95.917
"[587, 1157, 892, 10, 85, 742, 1479, 41, 11, 391, 65, 610, 718, 1846, 175, 412, 110, 505, 471, 1099, 1257, 866, 284, 1527, 1631, 522, 568, 609, 425, 2075, 239, 525, 69, 534, 546, 384, 260, 247, 19, 789, 317, 530, 501, 519, 1460, 531, 291, 91, 594, 500]",44,0.175,0.469,99.612
"[588, 128, 1985, 3325, 825, 892, 257, 70, 2786, 373, 1649, 1137, 899, 980, 318, 61, 17, 455, 810, 898, 2817, 328, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",17,24.396,55.658,56.377
"[588, 1394, 387, 716, 201, 206, 1652, 623, 738, 2217, 1039, 674, 714, 865, 1221, 2290, 1082, 1605, 132, 181, 1083, 1697, 1219, 97, 45, 1467, 435, 214, 670, 487, 205, 581, 583, 995, 634, 1017, 742, 612, 163, 663, 1620, 697, 719, 217, 1159, 598, 200, 729, 46, 672]",44,5.216,49.752,61.042
"[589, 536, 581, 35, 30, 38, 18, 34, 208, 1048, 633, 1094, 610, 31, 17, 672, 2, 33, 1317, 26, 390, 1077, 1238, 52, 1040, 140, 720, 453, 179, 1936, 867, 789, 950, 942, 532, 2238, 533, 520, 69, 318, 388, 542, 861, 407, 1692, 808, 2140, 238, 873, 430]",44,15.784,15.784,83.15
"[597, 1480, 114, 1052, 1355, 27, 4, 617, 105, 168, 247, 816, 135, 558, 382, 152, 438, 1630, 35, 549, 439, 39, 192, 41, 11, 172, 2790, 899, 245, 60, 5, 691, 222, 538, 162, 524, 535, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",32,2.335,13.563,90.694
"[6, 128, 44, 93, 49, 273, 133, 265, 187, 152, 256, 111, 75, 156, 146, 79, 167, 387, 433, 138, 149, 196, 161, 94, 91, 892, 241, 1836, 151, 529, 1199, 1146, 59, 376, 84, 131, 1440, 320, 1251, 105, 606, 129, 421, 662, 267, 1615, 418, 237, 1099, 43]",44,0.011,5.004,96.935
"[6, 1451, 133, 866, 285, 1463, 217, 840, 7, 1299, 337, 429, 742, 116, 492, 1540, 798, 62, 415, 586, 178, 148, 715, 799, 848, 1624, 63, 1536, 2056, 42, 43, 219, 1345, 1916, 439, 536, 30, 41, 9, 11, 589, 609, 1047, 613, 621, 581, 35, 391, 610, 5]",44,0.022,1.495,97.972
"[6, 185, 23, 382, 200, 506, 135, 16, 291, 85, 798, 1062, 548, 566, 129, 260, 247, 39, 877, 909, 509, 791, 316, 220, 455, 938, 1151, 525, 360, 1136, 309, 871, 899, 306, 801, 501, 44, 892, 20, 742, 27, 643, 718, 128, 689, 199, 731, 1219, 702, 789]",44,1.333,1.333,98.463
"[6, 818, 208, 1388, 1128, 2764, 129, 2422, 52, 260, 152, 98, 983, 243, 323, 630, 322, 1466, 1451, 1284, 1492, 247, 39, 1254, 1562, 218, 2301, 586, 429, 2518, 3029, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",26,2.529,8.656,93.403
"[60, 220, 1080, 1311, 1970, 1567, 466, 918, 1999, 2139, 165, 90, 315, 146, 1060, 1234, 793, 2000, 293, 75, 297, 2003, 582, 109, 357, 1756, 519, 309, 1456, 1578, 3197, 1305, 485, 2079, 490, 306, 1784, 2078, 339, 903, 922, 3044, 2056, 906, 344, 912, 926, 2335, 800, 211]",44,0.126,0.126,99.447
"[602, 1463, 2042, 199, 1390, 403, 1349, 1624, 2104, 1347, 1965, 1947, 175, 1923, 3161, 2081, 1620, 2852, 10, 1081, 423, 6, 720, 824, 1705, 1942, 3394, 128, 189, 690, 719, 856, 561, 7, 187, 859, 529, 213, 1469, 1479, 782, 783, 1159, 2661, 1127, 965, 1536, 1129, 214, 1588]",44,0.931,64.66,64.281
"[602, 886, 1624, 1962, 199, 1390, 1043, 215, 2102, 1965, 1398, 696, 615, 2921, 2928, 520, 1538, 52, 260, 68, 247, 670, 830, 337, 983, 946, 58, 1248, 292, 137, 1273, 923, 1207, 1012, 1019, 2344, 2566, 325, 496, 921, 922, 1745, 591, 1010, 912, 344, 1189, 1578, 1727, 889]",44,0.126,2.939,97.776
"[604, 1120, 969, 755, 1725, 1096, 1251, 2020, 1718, 1979, 77, 421, 2149, 1848, 1074, 793, 1697, 57, 172, 1348, 2043, 1224, 2982, 462, 1866, 148, 1548, 2296, 1467, 840, 435, 877, 909, 516, 353, 5, 789, 874, 1559, 364, 899, 333, 1151, 882, 801, 1388, 2009, 351, 446, 881]",44,3.129,3.129,94.894
"[606, 604, 513, 974, 784, 98, 129, 2110, 1183, 1263, 1159, 218, 1241, 247, 530, 663, 51, 771, 598, 211, 204, 135, 41, 1298, 336, 14, 185, 548, 830, 566, 692, 159, 1043, 1309, 117, 634, 609, 401, 515, 615, 1313, 833, 176, 699, 643, 172, 1567, 601, 5, 16]",44,0.234,7.735,85.69
"[606, 620, 844, 642, 645, 188, 657, 134, 576, 1342, 536, 30, 503, 798, 41, 540, 1518, 178, 757, 612, 999, 744, 98, 1242, 952, 133, 289, 995, 218, 23, 539, 1271, 1019, 156, 161, 1059, 1292, 937, 861, 1191, 1054, 1996, 11, 208, 1632, 756, 1683, 353, 1691, 244]",44,0.306,5.465,96.825
"[61, 54, 530, 789, 801, 63, 2267, 59, 189, 190, 620, 844, 151, 149, 741, 196, 186, 114, 529, 120, 1227, 167, 2182, 574, 87, 126, 134, 1301, 606, 127, 2275, 859, 73, 648, 955, 288, 1342, 1045, 1104, 1079, 2780, 203, 1402, 2176, 1830, 1199, 1266, 2644, 576, 879]",44,1.64,6.559,94.692
"[612, 24, 327, 1676, 2042, 240, 9, 650, 10, 697, 1532, 1624, 415, 2228, 618, 38, 46, 34, 597, 633, 12, 1863, 723, 798, 604, 636, 15, 208, 2044, 391, 390, 404, 1312, 1645, 1159, 1116, 601, 1127, 3093, 630, 454, 1848, 324, 626, 2689, 1940, 493, 2969, 2418, 69]",44,0.011,0.199,99.867
"[613, 393, 1798, 2728, 1416, 1250, 2092, 1705, 45, 125, 670, 1093, 49, 720, 2618, 216, 1110, 200, 98, 137, 1476, 210, 218, 214, 213, 6, 133, 217, 729, 1155, 547, 7, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",27,0.032,6.315,95.873
"[622, 599, 1967, 1379, 1715, 1380, 1857, 2680, 938, 747, 132, 1942, 1771, 1327, 2469, 1618, 1138, 1181, 811, 908, 1823, 1354, 688, 700, 1873, 1831, 1175, 773, 876, 812, 1378, 1416, 1126, 1693, 2872, 2263, 1371, 1859, 1364, 1601, 1220, 2894, 2739, 2467, 1092, 1602, 2419, 1400, 1170, 1604]",44,2.68,2.68,96.729
"[63, 61, 114, 644, 1475, 27, 1005, 1004, 190, 1019, 323, 1006, 1018, 620, 604, 677, 768, 161, 513, 985, 1588, 725, 559, 865, 1711, 809, 2557, 1120, 645, 755, 87, 1249, 2556, 1076, 1210, 134, 1727, 168, 260, 435, 129, 796, 128, 277, 662, 106, 163, 55, 719, 547]",44,0.488,11.51,91.488
"[63, 715, 995, 65, 78, 323, 1009, 644, 1015, 27, 677, 2697, 190, 215, 587, 647, 897, 738, 295, 1249, 156, 433, 857, 161, 776, 61, 604, 120, 763, 725, 620, 1714, 556, 969, 642, 755, 2557, 1134, 1656, 1185, 1210, 125, 210, 1017, 592, 741, 759, 1019, 529, 1018]",44,0.018,6.085,93.407
"[630, 169, 732, 1452, 1, 32, 553, 4, 1264, 430, 1972, 517, 861, 1137, 1626, 734, 199, 503, 185, 615, 1347, 1404, 1769, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",18,0.613,0.613,59.749
"[632, 510, 799, 184, 1099, 646, 737, 749, 362, 42, 2228, 1211, 13, 367, 336, 243, 338, 2109, 107, 795, 2432, 1024, 764, 173, 79, 152, 2626, 2507, 2728, 2526, 354, 1080, 280, 852, 1406, 96, 2129, 144, 63, 439, 2251, 19, 2265, 1642, 1620, 1611, 1754, 2066, 2321, 711]",44,0.71,0.71,98.87
"[636, 901, 1305, 568, 691, 413, 1360, 139, 401, 677, 1434, 336, 984, 1182, 942, 731, 2832, 1396, 829, 1782, 522, 1346, 1339, 1387, 10, 1532, 727, 650, 1632, 1624, 415, 479, 2228, 2351, 1576, 722, 1572, 420, 701, 418, 370, 438, 640, 387, 582, 518, 306, 520, 407, 432]",44,0.849,1.789,98.443
