i,position,count,k,jaccards,ndcg,counterfactuals,alphabet_len,sequence,model,dataset,determinism,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,mutation_params,generation_strategy,jaccard_threshold,timestamp
55,14,130,5,98.249,99.948,0.0,3705,"45,789,1059,1341,487,97,125,133,744,1002,27,1242,377,715,995,65,210,218,23,991,965,644,1001,190,252,1271,63,469,114",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
56,14,130,5,67.966,92.212,1.565,3705,"169,93,2000,658,1134,861,97,125,965,897,27,663,1242,592,749,715,218,23,114,644,98,278,61,587,857,377,604",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
57,14,130,5,78.309,84.653,29.15,3705,"1114,192,768,149,147,631,1372,1275,1059,273,844,904,213,855,763,168,260,22,24,796,245,52,23,211,1552,1241,598,40,1846,97,382,1587,218,10,42,391,432,719,85,281,135,51,41,129,824,247,539,117,199,392",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
58,14,130,5,70.919,77.018,40.972,3705,"2239,1314,422,2699,159,1898,1039,1500,587,114,725,1394,1941,1174,728,1302,426,424,199,1265,169,768,336,1114,196,1573,462,1745,490,2073,1094,580,1694,1432,457,1517,387,1460,568,865,2711,1019,713,668,901,779,676,557,201,837",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
59,14,130,5,80.063,95.343,0.0,3705,"1060,1964,172,648,487,16,339,1498,1349,961,1923,3030,795,695,110,218,1497,2096,122,2039,39,1248,315,426,503,1857,2983,1645,397,865,1711,958",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
60,14,130,5,59.182,65.283,71.687,3705,"83,1504,202,995,1314,1640,2067,1551,1262,538,114,626,2520,843,146,63,1042,1050,11,772,19,383,1508,1023,485,1765,770,78,196,632,18,9,171,616,927,589,849,159,946,2558,1117,604,609,1028,1252,76,1532,2510,535,1560",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
61,14,130,5,92.956,100.0,0.0,3705,"851,976,1199,203,556,2746,1704,1372,87,127,1152,1059,1079,2213,131,92,1103,1841,576,1037,1251,1086,2781,2295,1656,530,1634,694,100,2039,1173,965,2336,254,1233,429,152,1235,1107,1896,57,721,213,610,633,33,31,222,2944,164",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
62,14,130,5,67.51,69.422,52.982,3705,"129,1065,206,292,435,4,179,2092,957,886,3574,1,1395,1530,1467,771,560,1543,670,487,176,2110,45,1263,1518,171,1540,601,634,835,566,757,2234,97,764,141,432,862,214,554,678,1574,632,1503,595,2571,1384,1642,2127,3233",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
63,14,130,5,69.228,80.42,44.831,3705,"1017,581,583,1349,389,1914,393,128,178,744,2706,125,23,1345,1099,27,6,1567,53,1116,1080,184,82,2000,1309,218,193,798,2001,1043,42,715,1677,1211,1051,795,1006,756,187,1050,16,148,1247,14,274,1052,143,278,1302,1265",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
64,14,130,5,97.354,99.904,0.0,3705,"702,2256,305,129,260,218,39,133,530,98,715,429,152,211,337,306,434,121,923,63,524,105,168,24,8,97,175,125,1467,40,27,613,10,51,505,53,34,597,208,382,391,5,718,45,128,85,124,588,206,6",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
65,14,130,5,83.216,94.669,0.567,3705,"146,2160,2770,705,266,1305,90,2081,224,1669,37,793,822,488,1908,413,1394,909,2100,1360,1774,448,888,2755,462,2471,115,1935,2422,1059,2300,509,2744,1310,2555,482,1982,3191,1897,451,159,2246,1975,1435,446,1749,1861,2688,660,754",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
66,14,130,5,93.56,99.587,0.0,3705,"2825,2165,39,1816,218,23,2644,715,98,734,210,1894,991,2502,97,947,78,999,663,221,125,133,377,65,61,114,994,278,190,749,539,215,63,161,776",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
67,14,130,5,98.425,98.727,3.077,3705,"220,932,801,881,39,673,892,1106,445,749,15,500,510,1713,729,114,464,407,417,2,1334,1336,51,520,237,854,920,549,2280,285,4,1694,100,832,434,2092,1673,1999,518,196,174,2816,2806,60,118,203,1268,1316,147,1651",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
68,14,130,5,83.417,99.999,0.0,3705,"2150,60,124,1575,549,13,144,169,53,571,1050,107,514,143,705,2081,2426,75,521,1164,35,1869,15,720,45,128,65,152,211,151,196,79,91,647,712,588,146,28,734,1273,201,219,187,206,844,648,676,181,1082,1083",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
69,14,130,5,97.058,99.527,0.0,3705,"128,152,872,129,91,61,221,1587,493,45,539,78,663,1006,97,600,749,23,1009,27,1059,215,715,1019,587,644,278,161,969,645,1002,87,2367,134,620,975,120,763,1711,990,2374,1076,565,1134",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
70,14,130,5,93.093,99.953,0.135,3705,"8,600,1513,1195,566,46,702,1002,425,1530,1043,586,1642,757,1298,734,171,117,1211,200,712,184,624,617,1795,710,1692,169,1309,5,1501,689,1252,199,723,756,538,604,815,626,386,1349,638,1311,520,406,1713,69,1847,820",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
71,14,130,5,94.806,100.0,0.0,3705,"613,393,1798,2728,1416,1250,2092,1705,45,125,670,1093,49,720,2618,216,1110,200,98,137,1476,210,218,214,213,6,133,217,729,1155,547,7",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
72,14,130,5,51.008,53.103,90.499,3705,"1974,49,1086,770,1,2448,257,373,318,2479,17,877,899,2238,945,1649,455,1769,70,61,1794",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
73,14,130,5,83.698,89.159,19.217,3705,"946,284,480,54,507,157,418,454,2162,313,1756,1097,413,436,528,1107,492,384,551,331,1982,1630,511,438,325,124,142,366,503,60,476,146,76,378,485,509,260,796,1489,129,68,259,135,168,281,39,337,195,543,372",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
74,14,130,5,96.552,98.073,3.752,3705,"1,2266,468,802,1260,651,652,1856,105,369,863,353,513,789,874,877,279,909,516,928,945,185,1936,867,5,791,232,1997,780,70,509,1709,933,1559,937,355,1691",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
75,14,130,5,73.964,97.519,3.563,3705,"899,453,2265,1483,524,872,149,815,874,912,1059,145,557,984,1993,289,606,1959,2478,1203,739,397,1136,1146,791,2476,585,648,1399,1260,794,823,2675,2505,1191,911,2780,2655,684,1841,1204,700,328,108,182,565,3091,2136,878,1064",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
76,14,130,5,91.262,99.534,0.0,3705,"405,1418,1476,1155,63,121,858,288,168,72,276,93,1099,1311,98,157,83,836,557,658,510,99,200,524,789,791,20,568,125,376,1110,837,108,152,147,349,114,1656,2265,266,642,120,647,897,135,746,691,58,2292,2262",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
77,14,130,5,71.615,87.089,16.572,3705,"833,568,178,93,293,105,435,670,1,487,796,45,245,128,106,49,260,68,1159,554,257,125,55,52",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
78,14,130,5,84.15,95.273,0.999,3705,"2265,39,96,460,1233,323,890,877,1119,918,329,2557,466,524,255,1904,1665,3446,874,1214,2422,898,899,86,2556,3075,1993,1690,1666,502,504,1156,937,2136,2260,3140,1350,1422,3263,1671,2169,1965,2125,1967,1860,2098,932,878,1086,1856",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
79,14,130,5,65.896,73.093,66.397,3705,"1314,129,1836,670,24,421,10,662,2757,106,49,1856,353,874,909,2029,928,791,2216,70,509,1709,364,920,436,269,502,220,274,878,890,932,936,339,1003,1125,2009,333,360,1367,2160,881,308,899,916,219,2140,446,892,1752",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
80,14,130,5,95.888,99.966,0.0,3705,"382,177,135,316,21,244,1682,222,538,1865,34,383,816,1595,346,1178,1257,741,372,165,891,535,789,1315,1312,826,1290,190,458,1310,358,658,919,180,1758,1182,1658,1136,687,568,557,640,515,1154,746,1776,910,90,1089,907",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
81,14,130,5,98.251,99.629,0.0,3705,"1073,129,24,133,98,384,93,256,327,172,124,60,28,111,899,885,612,216,719,1476,840,598,200,112,1508,209,1040,202,547,114,49,217,210,214,588,206,79,1169,168,624,394,1004,715,1560,759,771,634,207,566,2495",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
82,14,130,5,89.159,96.907,0.027,3705,"135,378,528,643,177,731,344,538,20,516,336,1201,370,693,2417,619,397,275,1186,515,90,794,357,872,640,568,557,1304,1231,1849,84,593,399,684,628,1222,914,735,194,1827,700,1141,1338,1084,1859,2271,325,591,185,1692",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
83,14,130,5,99.066,99.627,0.0,3705,"207,1071,1789,289,1486,958,373,499,2054,2479,61,1380,2052,2321,139,1177,522,777,1443,127,1586,1658,265,1527,1958,181,492,1914,2671,306,285,455,2803,267,516,319,2487,789,1668,379,358,128,1150,347,1688,1107,332,1343,3411,2584",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
84,14,130,5,59.455,64.255,59.973,3705,"449,1593,1686,1774,614,473,1527,585,499,522,2640,2201,1407,1380,1798,1408,472,1225,396,2287,2379,1969,2418,22,1183,168,68,337,129,2505,157,52,1524,150,260,277,245,2040,185,247,940,339,1536,122,2039,795,2634,1077,1645,1965",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
85,14,130,5,99.97,100.0,0.0,3705,"2965,1559,1560,1259,3044,460,1235,2140,524,2073,884,1832,2746,2493,1173,2145,305,1969,963,3,117,727,1762,415,265,370,614,239,420,797,320,1340,2075,1390,1922,961,1212,1535,293,1584,650,1632,12,1532,2228,2221,618,15,2328,403",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
86,14,130,5,88.287,94.512,0.891,3705,"123,289,1146,1244,265,906,152,320,1015,252,880,323,1059,87,844,896,494,1191,536,22,5,955,2185,190,365,114,600,156,539,161,684,529,120,1076,897,1001,125,1242,65,739,744,97,45,1017,663,1941,612,44,1,1458",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
87,14,130,5,90.368,99.994,0.0,3705,"1002,1005,703,600,749,1009,897,738,98,1059,433,190,991,587,1620,195,611,200,1609,917,624,394,2234,395,1508,216,209,2554,124,1833,2878,846,1004,739,1231,84,1359,197,930,1081,128,137,1476,670,1469,1093,720,729,152,211",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
88,14,130,5,74.361,87.953,22.456,3705,"125,6,391,22,1075,20,435,612,45,260,1299,207,52,89,540,23,530,274,211,11,421,663,694,176,601,187,172,14,44,644,774,1332,95,983,715,1110,647,670,516,317,65,85,152,214,53,219,1116,284,5,114",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
89,14,130,5,90.611,95.865,1.484,3705,"693,1186,425,291,1257,376,1107,1999,592,1577,842,1567,1042,587,309,1669,848,2156,278,1358,507,566,8,487,105,2578,965,1585,663,125,1676,530,100,1457,337,471,432,193,1395,1106,500,2019,2092,886,1188,174,69,518,238,1713",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
90,14,130,5,82.669,94.079,12.47,3705,"1731,1518,154,2084,2047,561,1127,1848,100,1538,2036,237,178,724,3047,532,3238,832,51,416,44,1106,2107,2241,356,316,135,3487,1683,983,346,2016,2626,299,1309,2131,8,253,611,798,200,1620,2106,3064,1060,3250,1062,500,20,1445",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
91,14,130,5,90.526,100.0,0.0,3705,"1210,755,2014,1723,2520,1064,2974,2663,1718,1159,1116,601,1127,214,2713,1459,432,2369,1531,1118,1122,1536,595,274,3431,302,1123,1129,1509,1577,869,1150,1117,2371,1128,2372,2468,1112,1886,636,1501,2977,2237,2557,585,1977,716,1154,2840,2969",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
92,14,130,5,85.381,96.119,0.054,3705,"1872,1025,558,172,397,76,231,815,438,1312,1165,691,1682,640,1195,2772,488,1313,1631,553,577,584,1443,797,1681,1334,401,675,1687,482,1385,1750,1686,472,130,730,1756,383,21,506,891,177,90,165,572,503,475,1738,901,1071",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
93,14,130,5,81.156,95.689,0.189,3705,"1584,1034,65,1630,393,1387,1733,435,670,2418,490,767,560,762,1,2489,2031,1543,487,554,830,1467,2234,97,1629,171,1540,1558,2432,1530,137,3023,566",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
94,14,130,5,70.828,88.386,18.462,3705,"3690,1125,2716,65,2661,2972,867,3075,1391,3370,1121,1749,1338,2649,392,2686,377,501,114,1289,646,1652,172,767,727,1762,454,83,1062",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
95,14,130,5,88.656,96.832,0.621,3705,"1472,70,35,571,1645,199,426,503,696,397,865,1398,1692,1453,8,1499,1284,1502,30,536,2270,10,45,51,1449,129,771,612,24,382,41,168,48,338,799,1099,27,171,3067,135,2067,2127,85,1625,1309,178,15,3,184,60",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
96,14,130,5,89.583,98.936,0.54,3705,"48,112,1728,663,1964,1731,202,571,97,1,1395,2031,1722,140,1467,862,1272,1922,3041,3178,1704,3261,339,1284,586,1254,630,560,1583,1613,259,59,293,2072,2084,1452,1556,1451,1159,1553,210,1560,129,1146,460,896,127,126,3189,87",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
97,14,130,5,51.621,66.244,82.645,3705,"6,818,208,1388,1128,2764,129,2422,52,260,152,98,983,243,323,630,322,1466,1451,1284,1492,247,39,1254,1562,218,2301,586,429,2518,3029",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
98,14,130,5,82.382,87.437,28.232,3705,"565,126,1235,42,1369,28,909,652,1856,353,789,232,269,1655,70,316,1559,920,502,436,1031,878,937,931,890,2154,346,932,1791,95,801,871,899,916,494,351,135,930,881,892,874,877,509,1709,355",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
99,14,130,5,98.512,99.722,0.702,3705,"771,1233,1591,548,2152,6,2031,200,2039,124,86,384,185,23,152,799,393,1298,45,1529,360,610,485,280,951,382,604,1504,291,43,172,210,1110,1040,1543,568,42,435,1024,762,137,63,79,671,412,1311,40,4,430,500",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
100,14,130,5,98.738,99.627,0.0,3705,"658,1253,358,353,2223,2256,355,333,2157,1076,882,513,2892,2575,2350,2576,662,1457,1195,718,747,365,85,742,151,578,193,1102,1227,776,181,637,574,1301,879,260,1254,322,715,1232,152,663,959,1451,2265,429,1993,1119,958,2550",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
101,14,130,5,78.432,91.412,4.696,3705,"432,717,78,117,1062,626,375,217,1229,2612,441,5,588,8,278,14,1585,1332,20,712,148,27,965,1186,156,759,731,539,844,492,265,1314,1001,592,674,1114,1527,42,130,742,897,1052,1443,75,2034,425,169,1879,906,118",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
102,14,130,5,98.506,99.542,0.702,3705,"551,530,93,492,152,110,358,177,3371,21,506,923,40,1303,326,375,510,918,19,1951,266,1290,372,1119,329,471,538,439,438,34,524,594,797,904,90,1829,558,539,323,1486,518,2092,1888,1598,838,69,1713,832,2588,2585",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
103,14,130,5,61.938,83.46,0.135,3705,"129,744,6,2896,883,93,1829,128,260,24,49,45,125,1451,168,670,339,52,715,210,218,245,2236,435,214,207,382,318,1110,601,211,16,1540,205,1467",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
104,14,130,5,100.0,100.0,0.0,3705,"461,1421,118,670,351,8,23,548,14,135,796,168,2636,316,2236,117,130,372,34,41,788,933,222,2266,5,244,275,516,794,1182,538,1432,180,355,875",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
105,14,130,5,78.144,81.998,43.86,3705,"256,1795,421,293,926,2058,435,670,662,160,45,105,322,1,1159,24,2012,175,634,835,129,563,245,505,106,247,337,630,125",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
106,14,130,5,63.797,66.405,60.594,3705,"848,253,45,6,1774,1844,516,105,278,353,867,513,789,232,509,933,937,292,316,920,502,455,274,364,938,1151,931,1136,309,1614,801,360,1388,351,244,39,51,219,2140,892",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
107,14,130,5,56.975,98.945,0.0,3705,"421,289,1467,247,1436,1382,91,1108,198,49,98,157,349,152,434,273,63,265,196,470,161,114,1669",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
108,14,130,5,80.533,99.999,0.0,3705,"734,190,620,844,219,61,213,207,117,41,393,135,274,16,184,559,574,843,657,721,425,643,20,718,742,27,218,49,98,157,58,140,210,435,214,211,720,75,146,151,1042,79,94,647,712,386,387,133,606,756",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
109,14,130,5,91.497,97.616,0.0,3705,"20,646,21,346,891,177,1311,624,1309,1595,176,572,358,425,5,516,615,712,184,1257,172,165,380,2300,2183,1632,829,630,1284,560,129,1466,52,1462,133,1273,265,1535,211,1673,1235,289,121,79,241,884,1869,1191,80,2120",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
110,14,130,5,87.909,99.34,0.567,3705,"1977,2387,2237,2896,1985,2159,2403,761,556,839,3108,1152,2647,791,132,2648,716,99,1912,1268,915,2973,1978,1723,1426,2809,2380,2672,975,1142,2383,2353,911,1115,1145,1983,2014,3008,1744,1176,2950,1161,878,1297,1148,2021,2392,2389,2658,2398",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
