i,position,count,k,jaccards,ndcg,counterfactuals,alphabet_len,sequence,model,dataset,determinism,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,mutation_params,generation_strategy,jaccard_threshold,timestamp
114,46,130,5,49.764,56.654,18.677,3705,"657,630,1584,1369,293,972,1212,59,128,2040,842,365,63,588,190,856,114,648,1026,777,87,858,1418,610,208,1047,1061,581,18,2183,625,1055,1327,2201,97,1006,715,587,677,1019,738,620,161,969,739,52,435,732,1999,767",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
115,46,130,5,69.684,91.247,1.511,3705,"3012,2333,777,405,858,1678,841,1666,1272,1333,1337,1704,760,99,1860,197,1842,312,631,1193,1276,92,73,1073,2099,2551,1837,2318,1716,1076,2018,66,1210,1251,1064,1382,837,1089,198,576,181,2785,1386,565,1268,1659,1243,1103,1830,207",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
117,46,130,5,46.817,73.186,8.448,3705,"1332,2571,154,157,2689,2149,1964,171,101,1625,418,1065,1587,7,230,526,112,2307,694,1300,1606,862,281,663,1234,1629,1467,1229,85,795,40,1922,586,849,59,3184,1739,1802,475,293,1212,912,2675,611,124,1301,84,398,2633,1287",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
119,46,130,5,56.102,66.538,17.247,3705,"587,1157,892,10,85,742,1479,41,11,391,65,610,718,1846,175,412,110,505,471,1099,1257,866,284,1527,1631,522,568,609,425,2075,239,525,69,534,546,384,260,247,19,789,317,530,501,519,1460,531,291,91,594,500",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
122,46,130,5,81.293,96.295,0.459,3705,"1629,48,237,598,2096,71,110,3039,382,566,418,500,220,317,316,92,39,291,185,1449,51,771,1631,1652,89,767,23,77,8,697,117,601,632,634,1062,274,142,76,135,1299,799,1257,1309,14,586,548,16,638,804,1795",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
123,46,130,5,57.038,82.057,0.432,3705,"1559,906,1918,894,1673,2016,1235,243,1535,94,434,874,1214,877,2073,918,800,2335,3296,329,196,3026,118,2719,926,2100,306,1547,1369,2120,904,1688,890,888,1470,922,2746,887,1553,1388,2059,892,3044,895,899,70,1472,2102,1869,1173",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
124,46,130,5,54.411,85.984,0.459,3705,"1595,512,490,2136,761,881,1329,1334,871,845,1958,811,1430,652,732,1154,920,1079,1089,1199,1185,1022,198,576,850,1724,1342,1436,1608,1727,1181,2098,1104,1067,878,1030,1828,1859,879,182,570,1092,1095,3042,615,199,865,696,557,1857",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
126,46,130,5,47.731,68.141,12.2,3705,"351,337,516,110,243,510,511,135,11,375,918,497,93,317,505,906,270,471,551,466,28,526,34,86,377,2201,823,323,397,983,2056,2236,438,1691,496,558,1986,907,537,291,825,358,80,543,284,370,524,482,372,142",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
127,46,130,5,50.99,62.325,15.628,3705,"349,816,157,205,1019,510,61,19,535,1302,209,219,626,1537,1043,729,375,75,243,284,177,558,1150,53,180,1023,121,1539,768,789,742,770,291,383,829,587,772,252,1309,564,448,640,1527,1277,905,731,1360,901,788,890",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
128,46,130,5,63.778,91.918,0.594,3705,"39,337,98,96,983,918,1235,958,243,2072,1119,1259,326,800,151,434,121,460,94,1688,912,91,1861,80,1745,306,1968,376,896,3026,405,2145,844,910,203,926,1205,1173,223,1690,922,536,89,185,30,41,1034,891,382,378",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
129,46,130,5,65.714,83.992,0.54,3705,"657,52,382,24,418,220,358,946,521,470,338,40,50,1107,327,1034,19,282,3368,354,2475,439,436,281,1897,2439,304,372,359,1529,927,54,438,93,1892,146,321,1527,1061,508,306,1951,236,1360,2160,229,466,413,449,822",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
0,45,130,5,47.585,58.169,28.502,3705,"2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,462,165",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
1,45,130,5,46.784,51.097,45.398,3705,"713,1624,415,2044,391,610,727,38,1046,1863,723,756,427,1738,1645,2142,609,1461,633,12,2,36,422,1796,420,26,1254,630,1462,339,986,1922,1629,1284,1535,1492,961,1583,849,666,1527,1458,662,560,1093,670,421,1450,536,719",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
3,45,130,5,42.518,75.446,0.027,3705,"207,382,771,1622,200,178,135,316,1309,185,23,866,2495,724,1121,1493,649,697,1652,2456,1664,634,548,1595,97,45,612,999,744,78,749,377,715,990,991,616,1009,1006,734,539,65,323,971,677,1004,587,841,1475,656,295",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
4,45,130,5,68.647,91.94,2.24,3705,"755,87,1008,1842,1191,1725,2014,1251,760,1838,606,1716,108,1260,1210,1327,1723,565,1064,1724,134,1727,967,1134,2017,879,955,1656,1185,2783,1715,1190,2165,1837,1054,2959,1720,1030,1096,1990,1243,1979,627,2674,1049,2021,2976,3366,935,1058",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
5,45,130,5,75.335,84.42,9.501,3705,"1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,2055",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
7,45,130,5,45.882,99.054,0.0,3705,"1003,426,920,502,2043,312,219,930,892,45,125,128,140,210,435,670,93,49,137,216,217,1155,65,209,1229,200,644,214,211,712,1081,278,58,1476,196,152,111,588,1836,151,161,896,114,121,80,156,190,1482,149,776",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
8,45,130,5,62.638,89.149,0.054,3705,"1518,563,178,2270,601,634,200,618,724,1002,41,8,176,643,1664,184,757,1648,1299,742,421,798,720,418,727,1762,719,796,1372,1159,1127,213,210,1536,214,274,1501,869,595,947,1112,1131,1926,1977,9,633,610,47,683,1047",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
9,45,130,5,36.152,67.117,9.636,3705,"421,1136,714,138,42,635,3013,2326,39,2204,762,1416,152,281,1853,211,744,1692,133,377,53,40,449,10,2042,172,23,549,793,8,274,317,56,1500,2164,1042,178,1385,27,65,187,1510,157,1532,243,1929,917,218,647,539",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
10,45,130,5,49.393,88.411,1.242,3705,"645,739,620,969,642,1260,865,631,87,2020,99,556,1076,763,565,134,108,1185,1210,1997,1104,1727,1134,1725,1243,1979,1096,1064,1054,935,1095,613,721,583,643,20,559,574,843,1038,623,679,674,742,569,657,1084,188,1342,1067",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
12,45,130,5,46.862,96.747,0.486,3705,"45,189,2439,2192,65,66,110,2786,426,1073,435,670,1666,147,1193,2551,679,7,214,1844,137,140,729,210,1110,44,474,431,301,133,715,1155,218,187,211,256,588,123,387,433,63,79,278,1019,196,118",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
13,45,130,5,49.498,77.776,1.808,3705,"63,61,114,644,1475,27,1005,1004,190,1019,323,1006,1018,620,604,677,768,161,513,985,1588,725,559,865,1711,809,2557,1120,645,755,87,1249,2556,1076,1210,134,1727,168,260,435,129,796,128,277,662,106,163,55,719,547",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
15,45,130,5,86.531,96.057,1.269,3705,"538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,600,658",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
16,45,130,5,41.791,79.726,2.051,3705,"712,49,386,6,190,749,215,151,63,216,1155,65,1114,187,79,349,644,647,714,241,1146,278,59,75,1004,857,756,1229,1020,61,587,434,529,118,121,3613,591,606,620,146,1019,161,896,92,164,95,138,645,147,770",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
17,45,130,5,50.582,76.505,0.378,3705,"155,556,1940,74,1716,1089,2655,1844,1251,1104,2320,2176,1073,1343,1103,2294,1064,1079,1727,930,879,1656,2174,2641,1351,1030,2295,2200,1095,1049,245,260,2781,256,983,58,243,60,337,922,1688,912,1108,2963,2449,1968,1225,889,732,920",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
18,45,130,5,43.657,87.998,0.945,3705,"1427,65,1139,2511,1186,796,245,52,51,49,41,93,337,14,16,58,42,715,756,1229,218,1116,85,23,187,178,274,211,20,184,1211,1332,1650,1235,53,429,548,731,1299,626,206,219,702,45,125,133,114",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
19,45,130,5,59.808,88.504,0.648,3705,"391,127,1047,613,5,683,9,208,1048,8,1863,581,771,601,506,178,799,207,382,14,23,274,176,142,291,1345,1211,16,20,757,643,169,1314,815,1311,731,1299,184,965,27,1006,1059,156,433,252,161,991,897,656,738",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
21,45,130,5,50.607,86.527,9.69,3705,"61,54,530,789,801,63,2267,59,189,190,620,844,151,149,741,196,186,114,529,120,1227,167,2182,574,87,126,134,1301,606,127,2275,859,73,648,955,288,1342,1045,1104,1079,2780,203,1402,2176,1830,1199,1266,2644,576,879",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
22,45,130,5,56.808,87.619,1.35,3705,"2099,754,131,556,1076,1157,565,1837,134,2781,1103,1199,2944,1656,1185,1086,1064,1085,1054,1030,879,663,97,612,1698,1006,1242,539,377,995,323,744,1002,27,677,759,161,725,559,968,865,1249,859,969,755,631,1251,1191,2168,1096",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
24,45,130,5,66.91,98.945,0.162,3705,"1523,2943,1452,1848,471,1762,154,410,2052,2985,1493,1259,3,2248,701,2453,406,1576,1419,113,1607,1614,2604,231,522,2533,640,419,172,1385,2789,976,2914,1593,2841,1346,1408,1687,585,420,472,2491,3671,1476,1069,1478,1070,2250,892,1286",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
25,45,130,5,67.436,95.812,0.378,3705,"35,683,34,41,208,581,17,940,609,1047,613,633,1524,5,18,33,31,1077,105,1279,8,382,1513,767,548,135,516,56,199,117,16,1121,317,1293,276,1195,370,1504,89,362,14,1802,618,1299,165,324,274,184,1345,798",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
26,45,130,5,46.747,73.048,2.051,3705,"2827,39,1076,795,2036,1418,756,2013,123,1337,168,79,386,1773,1540,672,10,1636,697,2042,618,1543,727,683,9,613,1762,3,650,12,1624,415,2228,610,798,47,15,34,1632,1576,723,604,38,46,793,216,68,1517,281,165",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
27,45,130,5,72.005,96.908,0.135,3705,"110,521,220,281,2570,1952,2577,1988,2135,1201,1324,3458,178,236,1793,542,69,2139,1929,334,1060,511,3,777,404,11,10,1863,1532,415,2221,46,332,1046,613,1762,636,38,2142,2184,2328,427,1608,389,41,135,566,1668,366,85",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
29,45,130,5,41.102,59.839,21.43,3705,"479,42,432,449,124,104,382,1467,237,165,624,160,384,1401,438,5,712,110,764,1530,1116,906,421,157,176,793,150,16,613,696,175,448,714,674,1309,1042,1500,1257,375,80,1344,151,1476,439,492,141,177,815,46,91",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
30,45,130,5,72.063,92.035,0.189,3705,"530,68,135,27,1587,1863,492,601,274,702,281,98,316,20,133,589,326,511,651,42,41,1825,462,1576,905,2542,2293,1318,1866,1564,209,195,124,1833,394,846,395,1508,398,739,917,1840,1231,1383,2433,245,227,60,897,836",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
31,45,130,5,53.978,94.742,0.297,3705,"879,257,168,24,52,29,150,506,49,165,281,1323,1034,918,1527,60,28,1277,2344,54,888,482,594,485,466,519,3204,2100,1059,417,502,1748,1381,364,754,133,79,152,241,433,265,196,161,896,70,1879,1203,147,459,92",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
32,45,130,5,50.228,98.848,0.054,3705,"376,1020,904,1011,776,1174,1372,433,591,620,1019,197,1275,2293,754,910,1483,556,763,851,880,73,648,1193,223,74,2855,1724,1482,1671,92,198,850,565,1716,131,66,1210,2320,1089,1841,576,2425,1276,1064,2428,1030,1103,1076,1844",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
34,45,130,5,49.333,72.672,7.045,3705,"742,574,657,853,1905,908,2863,10,2757,46,41,9,208,799,1051,683,589,597,609,1047,35,47,34,633,1061,2146,391,390,1052,38,50,11,17,1729,33,1368,332,1063,1770,1077,1328,389,567,1800,1091,1402,3458,90,649,106",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
35,45,130,5,77.674,99.999,0.0,3705,"1729,264,1247,189,1209,2557,585,791,1977,716,652,203,1180,279,483,975,1985,967,1260,1895,1142,2260,1426,1926,2896,1218,761,1900,1978,1811,1815,2362,1268,1143,932,1946,1983,2354,2379,2380,1809,1813,1733,2353,2948,1145,1990,2950,1734,1735",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
36,45,130,5,39.672,65.323,19.811,3705,"34,11,536,391,469,30,36,5,244,1178,2184,33,607,515,809,657,188,61,1084,843,721,592,643,679,674,759,27,559,768,1038,623,718,755,208,1001,1021,1028,219,468,1077,769,581,625,1017,583,1048,2284,389,39,672",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
37,45,130,5,60.128,78.347,4.534,3705,"1497,724,1455,1299,222,566,1002,142,1783,586,866,46,176,1211,1311,1493,23,538,16,184,14,77,1186,1309,1424,535,380,146,604,370,1645,392,1802,1305,646,1320,425,636,2300,169,1500,815,1244,1265,829,640,90,1432,344,373",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
38,45,130,5,36.921,51.24,40.162,3705,"1132,202,1625,217,729,1155,1269,100,1040,1728,1547,83,1459,1508,1023,701,1765,723,2331,894,2343,2742,835,2234,1558,2129,764,554,2110,2432,205,141,432,1616,624,1574,1941,1263,1622,2117,1569,710,1570,3023,3044,1722,1331,312,603,214",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
39,45,130,5,51.115,77.184,2.051,3705,"1635,1663,1319,1419,1264,410,1307,2117,1569,1020,2969,455,1527,135,318,264,1653,711,3382,285,532,500,475,344,1408,1640,1233,530,211,98,86,1273,2858,152,323,229,494,466,118,985,1708,126,1420,305,825,1350,1844,67,2140,1193",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
40,45,130,5,46.78,48.981,52.74,3705,"1834,827,1243,1076,1715,3178,2620,181,1773,1416,2828,2188,1085,889,1373,1412,1725,1835,1851,1967,1594,2204,1327,1064,2511,2843,936,913,1092,1859,1045,3041,1852,2202,2658,1698,2279,2055,2542,1397,2185,1826,2790,3042,821,2350,69,542,520,1847",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
42,45,130,5,53.408,82.953,0.675,3705,"485,2754,455,1308,909,2156,476,245,52,505,318,338,478,1097,979,2752,40,903,1872,492,60,220,3386,1107,284,1060,358,1892,902,329,519,449,2246,146,440,239,229,888,372,922,465,489,1401,2755,1600,483,1906,1369,675,1767",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
43,45,130,5,51.208,84.723,0.0,3705,"1011,464,98,97,45,125,715,210,741,218,965,1009,744,539,377,63,65,759,78,990,991,114,644,1002,663,848,295,1005,1006,703,156,734,190,215,981,1019,323,529,971,212,27,677,278,1001,857,620,161,776,738,433",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
44,45,130,5,41.535,55.139,37.004,3705,"1482,1356,194,538,139,36,2140,201,775,1209,2321,1177,1131,1412,2744,1440,390,389,1305,523,772,1020,732,773,1203,1157,2260,533,2671,827,1335,1322,920,2741,1089,735,837,1307,2476,745,930,1605,1371,2910,2062,1698,1228,1083,1037,640",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
45,45,130,5,44.804,60.413,34.386,3705,"589,536,581,35,30,38,18,34,208,1048,633,1094,610,31,17,672,2,33,1317,26,390,1077,1238,52,1040,140,720,453,179,1936,867,789,950,942,532,2238,533,520,69,318,388,542,861,407,1692,808,2140,238,873,430",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
46,45,130,5,57.352,98.388,0.0,3705,"152,200,93,98,75,729,65,147,49,111,58,273,215,140,151,216,209,210,218,1114,1023,434,644,712,721,1252,63,1155,756,588,387,703,156,196,1042,80,278,741,193,386,59,980,161,587,118,121,1001,768,529,971",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
48,45,130,5,50.57,74.793,2.537,3705,"232,780,4,920,502,455,274,1151,360,1136,333,351,135,244,39,51,306,1098,916,219,446,892,369,867,1003,95,133,327,94,49,2238,268,1713,318,1195,955,179,199,375,444,1330,696,1043,215,172,1107,584,593,740,691",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
49,45,130,5,50.021,67.89,12.497,3705,"97,592,156,734,190,210,759,677,604,2557,41,10,51,1524,35,382,532,34,1047,610,31,1026,742,567,390,402,607,71,649,207,2270,598,709,89,548,230,3,425,643,569,908,1167,719,281,2564,300,2065,1846,492,585",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
50,45,130,5,47.017,67.72,8.367,3705,"3542,2495,1234,205,141,1114,604,1642,1352,1426,699,772,1574,762,869,1570,587,595,427,1152,725,627,2099,760,1837,2318,1115,985,637,312,2870,3133,1704,1838,369,353,789,874,185,867,791,232,516,436,355,2154,220,306,1388,351",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
51,45,130,5,55.24,72.584,5.965,3705,"829,815,165,1849,1596,640,535,522,332,568,794,675,222,351,372,687,397,41,617,146,21,574,569,1942,1696,657,1084,1905,751,1317,607,515,853,809,61,2278,2204,877,257,1769,70,318,916,2660,39,2216,1169,1856,898,1147",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.5,"Wed, 18 Dec 2024 13:53:35"
