i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
10,targeted,None,"1111,168,954,469,515,283,194,1101,718,765,1259,206,1387,1022,1223,481,123,1050,310,545,576,472,434,57,27,160,425,346,684,878,233,71,465,797,1266,321,591,144,436,519,527,1113,896,1321,554,1005,987,1071,833,670","1111,168,954,469,515,283,194,1101,718,765,1259,206,1387,1022,1223,481,123,1050,310,545,576,472,434,57,27,160,425,346,684,878,233,71,465,797,1266,321,591,144,436,519,527,1113,670,1321,554,1005,987,1071,833,670",None,1,None,None,36.184,0.0,59.241,None,5.462,"{13, 7}","{13, 7}",{7},1.0,1.0,"{13, 7},{11, 3, 13},{1, 17, 7},{13, 7},{13, 7}","{13, 7},{11, 3, 13},{13, 7},{1, 17, 7},{13, 7}","{7},{7},{7},{7},{7}",0.731,0.728,"{13, 7},{11, 3, 13},{1, 17, 7},{13, 7},{13, 7},{3, 7},{3, 13},{3, 13},{15},{0, 16, 13}","{13, 7},{11, 3, 13},{13, 7},{1, 17, 7},{13, 7},{15},{3, 13},{3, 13},{0, 16, 13},{3, 7}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.573,0.559,"{13, 7},{11, 3, 13},{1, 17, 7},{13, 7},{13, 7},{3, 7},{3, 13},{3, 13},{15},{0, 16, 13},{3, 13},{3, 13},{3},{13, 7},{11, 3},{3, 13},{13, 7},{3},{0, 13, 7},{13}","{13, 7},{11, 3, 13},{13, 7},{1, 17, 7},{13, 7},{15},{3, 13},{3, 13},{0, 16, 13},{3, 7},{13, 7},{3, 13},{3, 13},{11, 3},{13, 7},{3},{11, 3, 13},{13, 7},{3},{0, 13, 7}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.512,0.521,True,BERT4Rec,ml-100k,Drama,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 13:38:27"
11,targeted,None,"290,59,372,25,1311,428,182,720,752,140,142,154,408,149,178,361,492,696,84,176,306,141,158,88,137,453,98,279,771,24,190,358,50,356,601,535,243,234,87,708,18,1068,268,1105,935,1195,1083,174,1183,333","290,59,372,25,1311,428,182,720,752,140,142,154,408,149,178,361,492,696,84,176,306,141,158,88,137,453,98,279,771,24,190,358,50,356,601,535,243,234,87,708,18,1068,230,1105,935,1195,1083,174,1183,333",None,1,None,None,32.467,0.0,29.761,None,5.343,{7},"{15, 7}",{7},1.0,1.0,"{7},{15, 7},{3, 5},{0, 1, 15},{0, 1, 14, 15}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15}","{7},{7},{7},{7},{7}",0.371,0.404,"{7},{15, 7},{3, 5},{0, 1, 15},{0, 1, 14, 15},{0},{0, 15},{14, 15},{0, 1, 14, 15},{3}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15},{8, 3, 13, 14},{0, 1, 14, 15},{0, 15},{8, 1, 2, 3},{3}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.245,0.231,"{7},{15, 7},{3, 5},{0, 1, 15},{0, 1, 14, 15},{0},{0, 15},{14, 15},{0, 1, 14, 15},{3},{3},{8, 1, 2, 3},{8, 3, 13, 14},{1},{9, 5, 15},{0, 1, 15},{0, 1, 5},{15, 7},{3, 13},{3}","{15, 7},{7},{3, 5},{0, 1, 14, 15},{0, 1, 15},{8, 3, 13, 14},{0, 1, 14, 15},{0, 15},{8, 1, 2, 3},{3},{3},{3},{14, 15},{0},{15, 7},{3},{15, 7},{0, 1, 15},{3},{3, 13}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.179,0.235,True,BERT4Rec,ml-100k,Drama,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 13:38:27"
12,targeted,None,"158,945,653,44,96,61,176,892,1024,99,498,118,361,25,972,13,404,69,502,503,874,210,142,24,453,26,614,159,1035,141,137,152,770,652,279","158,945,653,44,96,61,176,892,1024,99,498,118,361,25,972,13,404,69,502,503,874,210,142,24,453,26,614,159,141,141,137,152,770,252,279",None,2,None,None,30.595,0.0,12.366,None,6.286,"{15, 7}","{0, 14, 15}",{7},1.0,0.0,"{15, 7},{0, 1, 14, 15},{0, 15},{0, 15},{0, 15}","{0, 14, 15},{0, 15},{0, 1, 8},{0, 15},{0, 1, 15}","{7},{7},{7},{7},{7}",0.279,0.0,"{15, 7},{0, 1, 14, 15},{0, 15},{0, 15},{0, 15},{0, 1, 12},{0, 1, 15},{0, 14, 15},{0, 1, 8},{0, 16, 14}","{0, 14, 15},{0, 15},{0, 1, 8},{0, 15},{0, 1, 15},{0, 15},{0, 17, 7},{0, 1, 14, 15},{0},{0, 16, 14}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.167,0.084,"{15, 7},{0, 1, 14, 15},{0, 15},{0, 15},{0, 15},{0, 1, 12},{0, 1, 15},{0, 14, 15},{0, 1, 8},{0, 16, 14},{0, 15},{0, 15},{3},{0, 1, 15},{3, 13},{0, 17, 7},{0, 16, 3, 14},{3},{0, 1, 15},{3}","{0, 14, 15},{0, 15},{0, 1, 8},{0, 15},{0, 1, 15},{0, 15},{0, 17, 7},{0, 1, 14, 15},{0},{0, 16, 14},{0, 15},{0, 1, 12},{9, 5, 15},{0, 15},{0, 1, 14, 15},{0, 1, 15},{0},{0, 15},{0},{0, 1, 5}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.157,0.056,True,BERT4Rec,ml-100k,Drama,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 13:38:27"
13,targeted,None,"736,696,307,158,182,262,1160,275,1024,720,670,568,734,236,99,524,901,899,859,81,531,951,243,861,485,308,331,481,170,994,7,254,575,1335,400,89,100,154,653,291,504,117,134,408,1212,17,535,1372,912,205","736,696,307,158,182,262,1160,275,1024,720,670,568,734,236,99,524,901,899,859,81,531,951,243,861,485,308,331,481,170,994,7,254,575,1335,400,89,100,154,653,291,504,117,134,408,1212,17,535,1372,1392,205",None,1,None,None,33.643,0.0,38.965,None,5.648,"{13, 7}","{3, 14}",{7},1.0,0.0,"{13, 7},{3},{3, 7},{3},{3, 13}","{3, 14},{3},{13, 15, 5, 7},{3, 7},{1, 14}","{7},{7},{7},{7},{7}",0.62,0.457,"{13, 7},{3},{3, 7},{3},{3, 13},{16, 14},{3, 7},{3, 13, 7},{3, 7},{0, 13, 5}","{3, 14},{3},{13, 15, 5, 7},{3, 7},{1, 14},{3},{0, 16, 14},{1, 3},{7},{7}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.604,0.39,"{13, 7},{3},{3, 7},{3},{3, 13},{16, 14},{3, 7},{3, 13, 7},{3, 7},{0, 13, 5},{14},{3, 13},{10, 3},{7},{13, 7},{7},{13, 7},{3},{7},{7}","{3, 14},{3},{13, 15, 5, 7},{3, 7},{1, 14},{3},{0, 16, 14},{1, 3},{7},{7},{3},{0, 5, 15},{3, 7},{10, 3},{0, 1, 3, 14},{0},{3, 7},{7},{5, 7},{3}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.589,0.378,True,BERT4Rec,ml-100k,Drama,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 13:38:27"
14,targeted,None,"292,436,34,402,30,205,896,157,365,559,759,477,801,166,862,528,136,104,160,58,232,920,1433,599,444,821,346,530,435,1063,1101,457,511,219,37,186,50,53,294,257,1055,345,57,64,118,145,332,1156,623,523","292,436,34,402,30,205,896,157,365,559,759,477,801,166,862,528,136,104,160,58,232,920,1433,599,444,821,346,530,435,1063,1101,457,511,219,37,186,50,53,294,257,1055,345,57,64,118,145,332,1156,523,523",None,1,None,None,33.786,0.0,40.161,None,5.621,"{13, 7}","{3, 13}",{7},1.0,0.0,"{13, 7},{3, 13},{3},{3, 13},{0, 13, 7}","{3, 13},{3, 13},{13, 7},{3},{0, 13, 7}","{7},{7},{7},{7},{7}",0.546,0.369,"{13, 7},{3, 13},{3},{3, 13},{0, 13, 7},{0, 13, 15},{3},{14, 7},{3},{0, 1, 3, 14}","{3, 13},{3, 13},{13, 7},{3},{0, 13, 7},{3},{13, 7},{13, 7},{3, 13},{14, 7}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.409,0.465,"{13, 7},{3, 13},{3},{3, 13},{0, 13, 7},{0, 13, 15},{3},{14, 7},{3},{0, 1, 3, 14},{13, 7},{10, 15},{1, 14},{13, 15, 5, 7},{13, 7},{13, 7},{3, 5},{3},{3, 13},{7}","{3, 13},{3, 13},{13, 7},{3},{0, 13, 7},{3},{13, 7},{13, 7},{3, 13},{14, 7},{0, 13, 15},{0, 16, 13, 7},{3, 7},{13, 7},{3},{3},{0, 1},{7},{7},{13, 7}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.46,0.523,True,BERT4Rec,ml-100k,Drama,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 13:38:27"
15,targeted,None,"78,645,117,815,1024,290,453,311,268,614,141,303,174,564,137,414,24,553,121,1036,182,657,972,465,708,177,279,511,515,578,1012,905,104,173,217,664,230,162,358,31,23,457,1184,258,334,404,103,721,370,125","78,645,117,815,1024,290,453,311,268,614,141,303,174,564,137,414,24,553,121,1036,182,657,972,465,708,177,279,511,515,578,1012,905,104,173,217,664,230,162,358,31,23,457,1184,258,334,404,1250,721,370,125",None,1,None,None,32.817,0.0,17.444,None,5.761,"{13, 7}",{3},{7},1.0,0.0,"{13, 7},{10, 3},{0, 15},{15},{15, 7}","{3},{0},{3},{15},{3}","{7},{7},{7},{7},{7}",0.507,0.0,"{13, 7},{10, 3},{0, 15},{15},{15, 7},{3},{8, 3},{3, 7},{0, 15},{3}","{3},{0},{3},{15},{3},{3},{8, 3, 14, 7},{0, 13, 15},{0},{0, 1}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.425,0.206,"{13, 7},{10, 3},{0, 15},{15},{15, 7},{3},{8, 3},{3, 7},{0, 15},{3},{16, 7},{16, 15, 7},{7},{3},{3},{5, 7},{3},{7},{15, 7},{17}","{3},{0},{3},{15},{3},{3},{8, 3, 14, 7},{0, 13, 15},{0},{0, 1},{3},{3},{0, 1, 12},{3, 13},{0, 1, 14},{0, 1, 5},{0, 14, 15},{0, 15},{16, 15, 7},{1, 3}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.527,0.167,True,BERT4Rec,ml-100k,Drama,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 13:38:27"
16,targeted,None,"197,1241,765,446,753,1049,834,615,522,1111,329,657,283,431,353,577,143,422,169,870,635,778,605,374,438,1198,505,147,162,77,254,55,26,83,457,901,232,418,137,141,369,544,220,115,459,202,770,699,279,979","197,1241,765,446,753,1049,834,615,522,1111,329,657,283,431,353,577,143,422,169,870,635,778,605,374,438,1198,505,147,162,77,254,55,26,83,457,901,232,418,137,141,369,544,220,115,459,202,770,699,979,943",None,2,None,None,30.594,0.0,4.443,None,5.832,"{12, 15, 14, 7}",{0},{7},1.0,0.0,"{12, 15, 14, 7},{11, 2, 3},{11, 2, 3},{14},{0, 1, 3, 13}","{0},{0, 1, 14},{0, 1, 5},{0, 1, 3, 5},{14, 15}","{7},{7},{7},{7},{7}",0.427,0.0,"{12, 15, 14, 7},{11, 2, 3},{11, 2, 3},{14},{0, 1, 3, 13},{3},{3, 14},{11, 2, 3},{16, 3, 13},{2, 3}","{0},{0, 1, 14},{0, 1, 5},{0, 1, 3, 5},{14, 15},{0},{0, 1},{0, 1, 17},{0, 15},{0, 1, 14, 15}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.312,0.0,"{12, 15, 14, 7},{11, 2, 3},{11, 2, 3},{14},{0, 1, 3, 13},{3},{3, 14},{11, 2, 3},{16, 3, 13},{2, 3},{2, 3},{11, 2, 3},{16, 13, 7},{1, 3, 7},{7},{3},{13, 7},{11, 3},{11, 3},{0, 1, 7, 13, 14, 16}","{0},{0, 1, 14},{0, 1, 5},{0, 1, 3, 5},{14, 15},{0},{0, 1},{0, 1, 17},{0, 15},{0, 1, 14, 15},{0, 14},{0},{0, 1, 13},{0},{0},{0, 1, 13, 7},{0, 15},{0, 1, 14},{0, 1, 8},{0}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.402,0.062,True,BERT4Rec,ml-100k,Drama,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 13:38:27"
17,targeted,None,"157,457,146,7,477,218,232,916,505,115,544,318,699,376,220,630,15,148,830,939,369,540,202,528,451,979,694,343,592,378,439,338,193,367,914,671,324,34,587,308,558,38,364,720,2,1085,383,69,131,351","157,457,146,7,477,218,232,916,505,115,544,318,699,376,220,630,15,148,830,939,369,540,202,528,451,979,694,343,592,378,439,338,193,367,914,671,324,34,587,308,558,38,364,720,2,1085,383,69,131,659",None,1,None,None,31.583,0.0,11.072,None,5.787,"{13, 7}","{3, 5}",{7},1.0,0.0,"{13, 7},{14, 7},{3, 5},{0, 15, 7},{0, 1, 3, 14}","{3, 5},{0, 13, 15},{14, 7},{13, 7},{15, 7}","{7},{7},{7},{7},{7}",0.641,0.404,"{13, 7},{14, 7},{3, 5},{0, 15, 7},{0, 1, 3, 14},{0, 14},{3},{3, 13},{0, 14, 15},{0, 1, 15}","{3, 5},{0, 13, 15},{14, 7},{13, 7},{15, 7},{3},{3},{0, 14},{0, 13, 7},{11, 1, 2, 3}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.432,0.357,"{13, 7},{14, 7},{3, 5},{0, 15, 7},{0, 1, 3, 14},{0, 14},{3},{3, 13},{0, 14, 15},{0, 1, 15},{13, 7},{12, 15},{3},{3},{0, 13, 15},{3},{9, 12, 5, 15},{0, 13, 7},{13, 7},{0, 1, 13, 14, 16}","{3, 5},{0, 13, 15},{14, 7},{13, 7},{15, 7},{3},{3},{0, 14},{0, 13, 7},{11, 1, 2, 3},{3, 13},{3},{0, 1, 15},{0, 1, 3, 14},{13, 7},{3},{0, 12, 13, 15},{9, 12, 5, 15},{3},{3, 7}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.382,0.283,True,BERT4Rec,ml-100k,Drama,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 13:38:27"
18,targeted,None,"1329,270,306,74,1168,12,88,242,268,716,13,158,1183,99,1465,1003,852,348,360,477,162,759,369,699,457,438,459,451,198,544,979,622,927,220,995,353,1023,281,246,653,336,319,594,1117,357,453,146,377,471,1160","1329,270,306,74,1168,12,88,242,268,716,13,158,1183,99,1465,1003,852,348,360,477,162,759,369,699,457,438,459,451,198,544,979,622,927,220,995,353,1023,281,246,653,336,319,594,1164,357,453,146,319,471,1160",None,2,None,None,32.656,0.0,23.096,None,5.682,{7},"{0, 1, 14, 15}",{7},1.0,0.0,"{7},{0, 1, 14, 15},{0},{0, 1},{0, 14}","{0, 1, 14, 15},{0, 14},{3},{0, 15},{0, 16, 15, 7}","{7},{7},{7},{7},{7}",0.177,0.189,"{7},{0, 1, 14, 15},{0},{0, 1},{0, 14},{0, 16, 7},{0, 1, 15},{0},{1, 3, 7},{15, 7}","{0, 1, 14, 15},{0, 14},{3},{0, 15},{0, 16, 15, 7},{3},{1},{3},{8, 3},{0, 13, 15}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.373,0.145,"{7},{0, 1, 14, 15},{0},{0, 1},{0, 14},{0, 16, 7},{0, 1, 15},{0},{1, 3, 7},{15, 7},{0, 15},{0, 13, 15},{0, 15},{0, 1, 5},{0, 15},{9, 12},{0, 1, 14},{0, 17},{3},{0, 3, 5, 10, 15}","{0, 1, 14, 15},{0, 14},{3},{0, 15},{0, 16, 15, 7},{3},{1},{3},{8, 3},{0, 13, 15},{15, 7},{0},{3},{2, 3},{0, 1, 14},{3, 12},{14, 7},{0, 14, 15},{0, 13, 7},{3, 13}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.226,0.207,True,BERT4Rec,ml-100k,Drama,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 13:38:27"
19,targeted,None,"831,517,15,818,685,1192,468,1093,847,800,469,946,220,353,363,835,1005,1261,927,769,1071,234,1096,376,1263,774,21,605,522,543,496,979,118,2,61,281,96,340,52,269,1024,929,332,369,23,759,137,500,115,163","831,517,15,818,685,1192,468,1093,847,800,469,946,220,353,363,835,1005,1261,927,769,1071,234,1096,376,1263,774,21,605,522,543,496,979,118,2,61,281,96,340,52,269,1024,929,369,369,23,759,137,200,459,163",None,3,None,None,29.986,0.0,5.603,None,5.861,{7},"{0, 15}",{7},1.0,0.0,"{7},{15, 7},{12, 15, 14, 7},{7},{0, 13, 15}","{0, 15},{0, 1, 15},{0, 1, 5},{0, 15},{0, 13}","{7},{7},{7},{7},{7}",0.802,0.0,"{7},{15, 7},{12, 15, 14, 7},{7},{0, 13, 15},{0, 16, 13, 7},{0, 13, 5},{3},{1, 3, 13},{9, 12}","{0, 15},{0, 1, 15},{0, 1, 5},{0, 15},{0, 13},{0, 1, 5, 7},{0, 14},{14, 15},{0, 1, 14},{0, 13, 15}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.607,0.124,"{7},{15, 7},{12, 15, 14, 7},{7},{0, 13, 15},{0, 16, 13, 7},{0, 13, 5},{3},{1, 3, 13},{9, 12},{3, 13, 7},{17},{15},{0, 11, 3},{0, 1, 3, 13},{0, 15},{5, 7},{7},{7},{3}","{0, 15},{0, 1, 15},{0, 1, 5},{0, 15},{0, 13},{0, 1, 5, 7},{0, 14},{14, 15},{0, 1, 14},{0, 13, 15},{0, 13, 15},{0, 15},{0, 1, 15},{0},{0, 1, 3, 13},{0, 15},{0, 16, 13},{0, 1, 17},{0, 13, 15},{0, 15}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.531,0.079,True,BERT4Rec,ml-100k,Drama,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 13:38:27"
20,targeted,None,"114,1165,1368,212,618,339,559,395,169,1224,1008,887,778,1338,1263,143,155,216,422,76,869,374,62,729,870,43,1048,494,679,440,605,124,528,438,884,315,1487,1174,546,893,1041,656,1027,879,478,1245,886,1087,1074,603","114,1165,1368,212,618,339,559,395,169,1224,1008,887,778,1338,1263,143,155,216,422,76,869,374,62,729,870,43,1048,494,679,440,605,124,528,438,884,315,1487,1174,546,893,1041,656,1467,879,478,1245,886,410,1074,603",None,2,None,None,30.449,0.0,6.519,None,5.801,"{3, 7}","{10, 15}",{7},1.0,0.0,"{3, 7},{5, 15},{3, 5},{16, 3},{7}","{10, 15},{0, 1, 12, 14},{10},{10},{10}","{7},{7},{7},{7},{7}",0.433,0.0,"{3, 7},{5, 15},{3, 5},{16, 3},{7},{3},{10},{7},{10},{3}","{10, 15},{0, 1, 12, 14},{10},{10},{10},{10},{10},{10},{0, 10, 14},{10}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.38,0.0,"{3, 7},{5, 15},{3, 5},{16, 3},{7},{3},{10},{7},{10},{3},{0, 3},{10},{0},{3, 13},{0},{3},{3, 14},{0, 14},{3},{16, 3, 7}","{10, 15},{0, 1, 12, 14},{10},{10},{10},{10},{10},{10},{0, 10, 14},{10},{10},{10},{10},{10, 7},{10, 3},{10},{10, 15},{10},{10, 7},{10}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.306,0.085,True,BERT4Rec,ml-100k,Drama,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 13:38:27"
21,targeted,None,"1261,496,1235,558,270,891,1258,384,605,169,1041,886,833,1245,870,554,784,1321,173,560,537,1071,827,743,416,492,595,1193,1117,312,253,5,720,262,882,185,336,326,1168,423,986,347,354,555,610,1182,631,840,1100,131","1261,496,1235,558,270,891,1258,384,605,169,1041,886,833,1245,870,554,784,1321,173,560,537,1071,827,743,416,492,595,1193,1117,312,253,5,720,262,882,185,336,326,1168,423,986,347,354,555,610,1182,610,840,1100,131",None,1,None,None,36.034,0.0,62.805,None,5.453,"{3, 7}","{3, 7}",{7},1.0,1.0,"{3, 7},{3, 13},{15, 5, 7},{15, 5, 7},{7}","{3, 7},{3, 13},{15, 5, 7},{15, 5, 7},{7}","{7},{7},{7},{7},{7}",0.804,0.804,"{3, 7},{3, 13},{15, 5, 7},{15, 5, 7},{7},{1, 14, 15},{9, 14, 15},{0, 10, 14},{9},{3}","{3, 7},{3, 13},{15, 5, 7},{15, 5, 7},{7},{1, 14, 15},{9, 14, 15},{9},{0, 10, 14},{16, 7}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.516,0.559,"{3, 7},{3, 13},{15, 5, 7},{15, 5, 7},{7},{1, 14, 15},{9, 14, 15},{0, 10, 14},{9},{3},{7},{16, 7},{3, 7},{13, 7},{0, 12, 15},{0, 13, 15},{10, 12, 5, 15},{7},{5, 7},{11, 3}","{3, 7},{3, 13},{15, 5, 7},{15, 5, 7},{7},{1, 14, 15},{9, 14, 15},{9},{0, 10, 14},{16, 7},{3, 7},{7},{3},{0, 12, 15},{10, 12, 5, 15},{0, 13, 15},{7},{13, 7},{13, 7},{11, 3}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.499,0.5,True,BERT4Rec,ml-100k,Drama,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 13:38:27"
22,targeted,None,"113,1144,222,221,338,343,352,163,155,245,395,192,568,325,48,322,58,85,727,111,2,1244,732,805,167,330,212,853,102,348,776,53,492,365,694,405,73,105,669,140,270,86,266,312,489,865,131,185,262,116","113,1144,222,221,338,343,352,163,155,245,395,192,568,325,48,322,58,85,727,111,2,1244,732,805,167,330,212,853,102,348,776,53,492,365,694,405,73,105,669,140,270,86,266,312,489,185,131,185,262,116",None,1,None,None,38.86,0.0,72.449,None,5.501,{7},{7},{7},1.0,1.0,"{7},{7},{3, 7},{15, 7},{3, 12, 5, 7}","{7},{7},{3, 7},{0, 13, 15},{3, 12, 5, 7}","{7},{7},{7},{7},{7}",1.0,0.764,"{7},{7},{3, 7},{15, 7},{3, 12, 5, 7},{0, 13, 15},{7},{11, 2, 3},{0, 13, 7},{3, 7}","{7},{7},{3, 7},{0, 13, 15},{3, 12, 5, 7},{15, 7},{3},{0, 13, 7},{7},{3, 7}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.773,0.805,"{7},{7},{3, 7},{15, 7},{3, 12, 5, 7},{0, 13, 15},{7},{11, 2, 3},{0, 13, 7},{3, 7},{3},{10, 15},{13, 7},{3, 7},{0, 1, 14, 16},{3, 12},{3},{5, 7},{0, 12, 13, 15},{12, 15}","{7},{7},{3, 7},{0, 13, 15},{3, 12, 5, 7},{15, 7},{3},{0, 13, 7},{7},{3, 7},{11, 2, 3},{13, 7},{0, 1, 14, 16},{10, 15},{0, 12, 13, 15},{3},{3, 12},{3, 7},{12, 15},{5, 7}","{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7},{7}",0.585,0.568,True,BERT4Rec,ml-100k,Drama,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,False,0.5,"Sun, 26 Jan 2025 13:38:27"
