i,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_target_y@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,split,status,score,source,aligned,alignment,cost,gt,aligned_gt,dataset_time,align_time,automata_learning_time,aligned_gt@1,gt@1,preds_gt@1,score@1,aligned_gt@5,gt@5,preds_gt@5,score@5,aligned_gt@10,gt@10,preds_gt@10,score@10,aligned_gt@20,gt@20,preds_gt@20,score@20,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
311,genetic,None,"1,492,290,569,99,269,41,1230,44,61,1193,653,86,158,224,361,861,340,1201,1232,1344,961","1,492,290,569,99,269,41,1230,44,61,1193,653,86,158,224,361,861,240,1201,1232,1344,961",None,1,None,None,91.234,None,None,None,None,44,951,None,0,None,"44,951,752,269,140","951,44,269,752,586",None,0.434,None,"44,951,752,269,140,586,653,41,158,756","951,44,269,752,586,140,41,1422,653,756",None,0.486,None,"44,951,752,269,140,586,653,41,158,756,405,1422,961,270,244,105,99,86,737,595","951,44,269,752,586,140,41,1422,653,756,158,961,405,244,270,105,340,86,737,361",None,0.504,None,"(None, 10, 0)",None,None,"1,492,290,569,99,269,41,1230,44,61,1193,653,86,158,224,361,861,340,1201,1232,1344,961","1,492,290,569,99,269,41,1230,44,61,1193,653,86,158,224,361,861,340,1201,1232,1344,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_1,sync_492,sync_290,sync_569,sync_99,sync_269,sync_41,sync_1230,sync_44,sync_61,sync_1193,sync_653,sync_86,sync_158,sync_224,sync_361,sync_861,sync_340,sync_1201,sync_1232,sync_1344,add_11,del_961",1,None,None,None,98.882,None,970,951,None,0,"970,1220,50,11,53","951,44,269,752,586",None,0.0,"970,1220,50,11,53,190,25,358,535,154","951,44,269,752,586,140,41,1422,653,756",None,0.0,"970,1220,50,11,53,190,25,358,535,154,90,78,513,1376,210,790,673,503,59,243","951,44,269,752,586,140,41,1422,653,756,158,961,405,244,270,105,340,86,737,361",None,0.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
312,genetic,None,"182,862,142,677,137,863,614,13,159,414,453,78,578,433,141,279,657,26,1007,435,174,705,532,708,894,166,337,333,230,521,809,37,357,694,83,126,318,668,312,493,209,47,355,208,471,148,736,802,167,348","182,862,142,677,137,863,614,13,159,414,453,78,578,433,141,279,657,26,1007,435,174,705,532,708,894,166,337,333,230,521,809,37,357,694,83,126,318,668,312,493,209,47,355,208,471,148,736,802,167,248",None,1,None,None,107.198,None,None,None,None,248,409,None,0,None,"248,102,23,35,368","409,157,348,368,865",None,0.073,None,"248,102,23,35,368,192,97,89,222,409","409,157,348,368,865,162,113,103,217,102",None,0.076,None,"248,102,23,35,368,192,97,89,222,409,100,330,390,312,32,432,217,318,357,183","409,157,348,368,865,162,113,103,217,102,248,32,94,218,330,289,312,400,230,357",None,0.101,None,"(None, 10, 0)",None,None,"182,862,142,677,137,863,614,13,159,414,453,78,578,433,141,279,657,26,1007,435,174,705,532,708,894,166,337,333,230,521,809,37,357,694,83,126,318,668,312,493,209,47,355,208,471,148,736,802,167,348","182,862,142,677,137,863,614,13,159,414,453,78,578,433,141,279,657,26,1007,435,174,705,532,708,894,166,337,333,230,521,809,37,357,694,83,126,318,668,312,493,209,47,355,208,471,148,736,802,167,2","sync_182,sync_862,sync_142,sync_677,sync_137,sync_863,sync_614,sync_13,sync_159,sync_414,sync_453,sync_78,sync_578,sync_433,sync_141,sync_279,sync_657,sync_26,sync_1007,sync_435,sync_174,sync_705,sync_532,sync_708,sync_894,sync_166,sync_337,sync_333,sync_230,sync_521,sync_809,sync_37,sync_357,sync_694,sync_83,sync_126,sync_318,sync_668,sync_312,sync_493,sync_209,sync_47,sync_355,sync_208,sync_471,sync_148,sync_736,sync_802,sync_167,add_2,del_348",1,None,None,None,67.129,None,720,409,None,0,"720,2,95,140,262","409,157,348,368,865",None,0.0,"720,2,95,140,262,185,512,5,357,131","409,157,348,368,865,162,113,103,217,102",None,0.0,"720,2,95,140,262,185,512,5,357,131,158,865,387,961,61,290,270,30,32,175","409,157,348,368,865,162,113,103,217,102,248,32,94,218,330,289,312,400,230,357",None,0.014,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
313,genetic,None,"588,330,889,450,424,735,230,568,906,236,829,321,439,186,277,308,548,696,612,441,318,897,502,319,507,470,704,101,541,1017,914,409,170,695,937,647,29,513,785,407,245,7,261,316,87,1038,90,678,59,92","588,330,889,450,424,735,230,568,906,236,829,321,439,186,277,308,564,696,612,441,318,897,502,319,507,470,704,101,541,1017,914,409,170,695,937,647,29,513,785,407,245,7,261,316,87,1038,90,678,59,92",None,1,None,None,105.633,None,None,None,None,300,1017,None,0,None,"300,1017,57,92,138","1017,300,57,92,1143",None,0.592,None,"300,1017,57,92,138,1143,187,437,983,35","1017,300,57,92,1143,187,138,437,688,35",None,0.624,None,"300,1017,57,92,138,1143,187,437,983,35,226,327,943,101,688,950,221,180,321,126","1017,300,57,92,1143,187,138,437,688,35,983,101,321,221,226,327,764,943,192,30",None,0.469,None,"(None, 10, 0)",None,None,"588,330,889,450,424,735,230,568,906,236,829,321,439,186,277,308,548,696,612,441,318,897,502,319,507,470,704,101,541,1017,914,409,170,695,937,647,29,513,785,407,245,7,261,316,87,1038,90,678,59,92","588,330,889,450,424,735,230,568,906,236,829,321,439,186,277,308,548,696,612,441,318,897,502,319,507,470,704,101,541,1017,914,409,170,695,937,647,29,513,785,407,245,7,261,316,87,1038,90,678,59,34","sync_588,sync_330,sync_889,sync_450,sync_424,sync_735,sync_230,sync_568,sync_906,sync_236,sync_829,sync_321,sync_439,sync_186,sync_277,sync_308,sync_548,sync_696,sync_612,sync_441,sync_318,sync_897,sync_502,sync_319,sync_507,sync_470,sync_704,sync_101,sync_541,sync_1017,sync_914,sync_409,sync_170,sync_695,sync_937,sync_647,sync_29,sync_513,sync_785,sync_407,sync_245,sync_7,sync_261,sync_316,sync_87,sync_1038,sync_90,sync_678,sync_59,add_34,del_92",1,None,None,None,76.149,None,34,1017,None,0,"34,180,600,829,439","1017,300,57,92,1143",None,0.0,"34,180,600,829,439,982,432,57,1181,551","1017,300,57,92,1143,187,138,437,688,35",None,0.018,"34,180,600,829,439,982,432,57,1181,551,319,308,391,1017,321,587,367,63,87,974","1017,300,57,92,1143,187,138,437,688,35,983,101,321,221,226,327,764,943,192,30",None,0.034,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
314,genetic,None,"492,405,61,44,96,145,361,852,154,11,178,223,535,174,87,643,337,1078,515,657","492,405,61,44,968,145,361,852,154,11,178,223,535,174,87,643,337,1078,515,657",None,1,None,None,87.235,None,None,None,None,615,657,None,0,None,"615,1077,657,234,137","657,174,615,337,182",None,0.17,None,"615,1077,657,234,137,182,174,205,98,288","657,174,615,337,182,234,511,850,197,446",None,0.202,None,"615,1077,657,234,137,182,174,205,98,288,433,1007,50,404,78,25,84,197,696,446","657,174,615,337,182,234,511,850,197,446,137,168,894,1078,382,556,1077,1173,1007,98",None,0.153,None,"(None, 10, 0)",None,None,"492,405,61,44,96,145,361,852,154,11,178,223,535,174,87,643,337,1078,515,657","492,405,61,44,96,145,361,852,154,11,178,223,535,174,87,643,337,1078,515,657,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_492,sync_405,sync_61,sync_44,sync_96,sync_145,sync_361,sync_852,sync_154,sync_11,sync_178,sync_223,sync_535,sync_174,sync_87,sync_643,sync_337,sync_1078,sync_515,sync_657",0,None,None,None,63.037,None,657,657,None,1,"657,174,615,337,182","657,174,615,337,182",None,1.0,"657,174,615,337,182,234,511,850,197,446","657,174,615,337,182,234,511,850,197,446",None,1.0,"657,174,615,337,182,234,511,850,197,446,137,168,894,1078,382,556,1077,1173,1007,98","657,174,615,337,182,234,511,850,197,446,137,168,894,1078,382,556,1077,1173,1007,98",None,1.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
315,genetic,None,"290,996,61,52,498,158,140,44,361,118,96,2,572,217,175,113,6,360,255,190,493,562,1131,321,245,201,192,50,624,726,248,102,261,348,53,66,83,548,358,162,240","290,996,61,52,498,158,140,44,361,118,96,2,572,217,175,113,6,360,255,190,493,562,1131,321,345,201,192,50,624,726,248,102,261,348,53,66,83,548,358,162,240",None,1,None,None,107.332,None,None,None,None,32,240,None,0,None,"32,240,192,54,217","240,192,54,32,50",None,0.398,None,"32,240,192,54,217,230,298,101,50,248","240,192,54,32,50,321,217,230,298,101",None,0.366,None,"32,240,192,54,217,230,298,101,50,248,409,30,572,201,321,113,102,100,472,245","240,192,54,32,50,321,217,230,298,101,572,201,472,245,248,493,409,171,210,30",None,0.292,None,"(None, 10, 0)",None,None,"290,996,61,52,498,158,140,44,361,118,96,2,572,217,175,113,6,360,255,190,493,562,1131,321,245,201,192,50,624,726,248,102,261,348,53,66,83,548,358,162,240","290,996,61,52,498,158,140,44,361,118,96,2,572,217,175,113,6,360,255,190,493,562,1131,321,245,201,192,50,624,726,248,102,261,348,53,66,83,548,358,162,240,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_290,sync_996,sync_61,sync_52,sync_498,sync_158,sync_140,sync_44,sync_361,sync_118,sync_96,sync_2,sync_572,sync_217,sync_175,sync_113,sync_6,sync_360,sync_255,sync_190,sync_493,sync_562,sync_1131,sync_321,sync_245,sync_201,sync_192,sync_50,sync_624,sync_726,sync_248,sync_102,sync_261,sync_348,sync_53,sync_66,sync_83,sync_548,sync_358,sync_162,sync_240",0,None,None,None,20.323,None,240,240,None,1,"240,192,54,32,50","240,192,54,32,50",None,1.0,"240,192,54,32,50,321,217,230,298,101","240,192,54,32,50,321,217,230,298,101",None,1.0,"240,192,54,32,50,321,217,230,298,101,572,201,472,245,248,493,409,171,210,30","240,192,54,32,50,321,217,230,298,101,572,201,472,245,248,493,409,171,210,30",None,1.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
316,genetic,None,"492,513,59,50,223,1240,358,1023,13,598,53,503,1390,90,1075,149,696,356,1287,601,596,877,649,379,190,210,64","492,513,59,50,223,1240,358,1023,13,598,53,503,1390,90,1075,149,696,356,1287,601,596,877,649,379,179,210,64",None,1,None,None,92.55,None,None,None,None,535,645,None,0,None,"535,645,84,666,502","645,502,210,535,142",None,0.26,None,"535,645,84,666,502,513,210,142,64,264","645,502,210,535,142,513,666,84,288,64",None,0.352,None,"535,645,84,666,502,513,210,142,64,264,288,53,59,662,356,78,149,50,190,503","645,502,210,535,142,513,666,84,288,64,662,53,356,59,149,78,50,264,503,190",None,0.42,None,"(None, 10, 0)",None,None,"492,513,59,50,223,1240,358,1023,13,598,53,503,1390,90,1075,149,696,356,1287,601,596,877,649,379,190,210,64","492,513,59,50,223,1240,358,1023,13,598,53,503,1390,90,1075,149,696,356,1287,601,596,877,649,379,190,210,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_492,sync_513,sync_59,sync_50,sync_223,sync_1240,sync_358,sync_1023,sync_13,sync_598,sync_53,sync_503,sync_1390,sync_90,sync_1075,sync_149,sync_696,sync_356,sync_1287,sync_601,sync_596,sync_877,sync_649,sync_379,sync_190,sync_210,del_64,add_80",1,None,None,None,102.356,None,159,645,None,0,"159,134,210,1070,25","645,502,210,535,142",None,0.17,"159,134,210,1070,25,142,149,1124,696,104","645,502,210,535,142,513,666,84,288,64",None,0.153,"159,134,210,1070,25,142,149,1124,696,104,13,121,404,614,648,78,1115,87,1023,433","645,502,210,535,142,513,666,84,288,64,662,53,356,59,149,78,50,264,503,190",None,0.137,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
317,genetic,None,"332,60,677,1173,468,690,1139,111,343,93,21,1050,426,470,311,1009,448,541,686,193,15,818,438,902,975,899,743,838,459,1041,835,469,549,827,169,1114,1263,718,1338,629,1268,1279,769,833,880,253,52,882,88,1120","332,60,677,1173,468,690,1139,111,343,93,21,1050,426,470,311,1009,448,541,686,193,15,818,438,902,975,899,743,838,459,1041,835,469,549,327,169,1114,1263,718,1338,629,1268,1279,769,833,880,253,52,882,88,1120",None,1,None,None,104.066,None,None,None,None,1139,537,None,0,None,"1139,537,127,1014,96","537,1139,127,96,1014",None,0.585,None,"1139,537,127,1014,96,332,769,705,1012,416","537,1139,127,96,1014,769,332,705,1012,1198",None,0.591,None,"1139,537,127,1014,96,332,769,705,1012,416,1198,290,487,555,118,191,371,936,181,567","537,1139,127,96,1014,769,332,705,1012,1198,416,487,555,290,191,118,371,936,381,468",None,0.574,None,"(None, 10, 0)",None,None,"332,60,677,1173,468,690,1139,111,343,93,21,1050,426,470,311,1009,448,541,686,193,15,818,438,902,975,899,743,838,459,1041,835,469,549,827,169,1114,1263,718,1338,629,1268,1279,769,833,880,253,52,882,88,1120","332,60,677,1173,468,690,1139,111,343,93,21,1050,426,470,311,1009,448,541,686,193,15,818,438,902,975,899,743,838,459,1041,835,469,549,827,169,1114,1263,718,1338,629,1268,1279,769,833,880,253,52,882,88,2","sync_332,sync_60,sync_677,sync_1173,sync_468,sync_690,sync_1139,sync_111,sync_343,sync_93,sync_21,sync_1050,sync_426,sync_470,sync_311,sync_1009,sync_448,sync_541,sync_686,sync_193,sync_15,sync_818,sync_438,sync_902,sync_975,sync_899,sync_743,sync_838,sync_459,sync_1041,sync_835,sync_469,sync_549,sync_827,sync_169,sync_1114,sync_1263,sync_718,sync_1338,sync_629,sync_1268,sync_1279,sync_769,sync_833,sync_880,sync_253,sync_52,sync_882,sync_88,add_2,del_1120",1,None,None,None,67.173,None,185,537,None,0,"185,5,262,720,2","537,1139,127,96,1014",None,0.0,"185,5,262,720,2,326,882,131,1099,270","537,1139,127,96,1014,769,332,705,1012,1198",None,0.0,"185,5,262,720,2,326,882,131,1099,270,105,140,843,961,667,752,840,1168,281,116","537,1139,127,96,1014,769,332,705,1012,1198,416,487,555,290,191,118,371,936,381,468",None,0.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
318,genetic,None,"61,275,145,669,53,358,69,25,365,279,404,18,24,615,137,104,446,465,578,1105,416,192,1029,92,308,57,348,102,434,312,35,162,27,241,100,202,58,409,97,230,23,32,284,351,232,548,364","61,275,145,669,53,358,69,25,365,279,404,18,24,615,137,104,446,465,578,1105,416,192,1029,92,308,57,348,102,434,312,35,162,27,241,100,202,58,409,97,230,23,32,284,351,232,548,365",None,1,None,None,108.439,None,None,None,None,817,310,None,0,None,"817,472,245,368,192","310,136,248,27,472",None,0.033,None,"817,472,245,368,192,248,141,201,255,103","310,136,248,27,472,348,57,180,162,103",None,0.112,None,"817,472,245,368,192,248,141,201,255,103,180,58,54,32,102,167,101,434,409,624","310,136,248,27,472,348,57,180,162,103,101,529,245,368,102,192,58,97,330,113",None,0.14,None,"(None, 10, 0)",None,None,"61,275,145,669,53,358,69,25,365,279,404,18,24,615,137,104,446,465,578,1105,416,192,1029,92,308,57,348,102,434,312,35,162,27,241,100,202,58,409,97,230,23,32,284,351,232,548,364","61,275,145,669,53,358,69,25,365,279,404,18,24,615,137,104,446,465,578,1105,416,192,1029,92,308,57,348,102,434,312,35,162,27,241,100,202,58,409,97,230,23,32,284,351,232,548,364,-1,-1,-1","sync_61,sync_275,sync_145,sync_669,sync_53,sync_358,sync_69,sync_25,sync_365,sync_279,sync_404,sync_18,sync_24,sync_615,sync_137,sync_104,sync_446,sync_465,sync_578,sync_1105,sync_416,sync_192,sync_1029,sync_92,sync_308,sync_57,sync_348,sync_102,sync_434,sync_312,sync_35,sync_162,sync_27,sync_241,sync_100,sync_202,sync_58,sync_409,sync_97,sync_230,sync_23,sync_32,sync_284,sync_351,sync_232,sync_548,sync_364",0,None,None,None,9.201,None,310,310,None,1,"310,136,248,27,472","310,136,248,27,472",None,1.0,"310,136,248,27,472,348,57,180,162,103","310,136,248,27,472,348,57,180,162,103",None,1.0,"310,136,248,27,472,348,57,180,162,103,101,529,245,368,102,192,58,97,330,113","310,136,248,27,472,348,57,180,162,103,101,529,245,368,102,192,58,97,330,113",None,1.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
319,genetic,None,"2,290,158,41,569,756,816,892,1226,99,361,73,609,1244,653,25,50,408,29,90,388,53,365,874,303,503,356,1115,59,601","2,290,158,41,569,756,816,892,1226,99,361,73,609,1244,653,25,50,408,29,90,388,53,365,874,303,503,356,1115,59,501",None,1,None,None,96.847,None,None,None,None,503,69,None,0,None,"503,696,190,428,649","69,90,78,25,601",None,0.0,None,"503,696,190,428,649,298,201,158,393,142","69,90,78,25,601,401,503,356,243,388",None,0.01,None,"503,696,190,428,649,298,201,158,393,142,223,78,90,52,189,771,502,210,365,112","69,90,78,25,601,401,503,356,243,388,13,666,210,428,11,648,190,134,121,874",None,0.033,None,"(None, 10, 0)",None,None,"2,290,158,41,569,756,816,892,1226,99,361,73,609,1244,653,25,50,408,29,90,388,53,365,874,303,503,356,1115,59,601","2,290,158,41,569,756,816,892,1226,99,361,73,609,1244,653,25,50,408,29,90,388,53,365,874,303,503,356,1115,59,145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_2,sync_290,sync_158,sync_41,sync_569,sync_756,sync_816,sync_892,sync_1226,sync_99,sync_361,sync_73,sync_609,sync_1244,sync_653,sync_25,sync_50,sync_408,sync_29,sync_90,sync_388,sync_53,sync_365,sync_874,sync_303,sync_503,sync_356,sync_1115,sync_59,add_145,del_601",1,None,None,None,184.982,None,145,69,None,0,"145,737,275,816,1560","69,90,78,25,601",None,0.0,"145,737,275,816,1560,52,361,176,421,224","69,90,78,25,601,401,503,356,243,388",None,0.0,"145,737,275,816,1560,52,361,176,421,224,571,44,158,900,649,188,96,1024,53,340","69,90,78,25,601,401,503,356,243,388,13,666,210,428,11,648,190,134,121,874",None,0.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
320,genetic,None,"61,154,404,371,972,24,67,202,1029,544,85,162,590,102,30,57,519,434,691,274,69,644","61,154,404,371,972,24,67,202,1029,544,85,162,590,102,30,57,519,434,691,274,369,644",None,1,None,None,91.787,None,None,None,None,248,553,None,0,None,"248,553,192,310,368","553,248,192,25,310",None,0.512,None,"248,553,192,310,368,58,25,245,50,48","553,248,192,25,310,104,58,50,368,210",None,0.44,None,"248,553,192,310,368,58,25,245,50,48,472,104,97,735,201,481,210,202,322,572","553,248,192,25,310,104,58,50,368,210,472,245,201,644,97,48,180,439,572,648",None,0.39,None,"(None, 10, 0)",None,None,"61,154,404,371,972,24,67,202,1029,544,85,162,590,102,30,57,519,434,691,274,69,644","61,154,404,371,972,24,67,202,1029,544,85,162,590,102,30,57,519,434,691,274,69,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_61,sync_154,sync_404,sync_371,sync_972,sync_24,sync_67,sync_202,sync_1029,sync_544,sync_85,sync_162,sync_590,sync_102,sync_30,sync_57,sync_519,sync_434,sync_691,sync_274,sync_69,add_10,del_644",1,None,None,None,108.037,None,180,553,None,0,"180,472,192,368,58","553,248,192,25,310",None,0.17,"180,472,192,368,58,322,274,167,90,10","553,248,192,25,310,104,58,50,368,210",None,0.146,"180,472,192,368,58,322,274,167,90,10,310,519,240,321,50,572,57,248,92,25","553,248,192,25,310,104,58,50,368,210,472,245,201,644,97,48,180,439,572,648",None,0.13,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
321,genetic,None,"569,2,158,290,41,609,653,99,52,421,1244,344,977,628,1226,1016,244,998,49,140,1230,595,392,737,118,188,520,1104,816,361","569,2,158,290,41,609,653,99,52,421,1244,344,977,628,1226,1016,244,998,49,140,1230,595,392,737,118,518,520,1104,816,361",None,1,None,None,96.954,None,None,None,None,145,816,None,0,None,"145,816,224,340,361","816,224,145,485,340",None,0.399,None,"145,816,224,340,361,485,586,269,669,275","816,224,145,485,340,586,361,669,275,269",None,0.443,None,"145,816,224,340,361,485,586,269,669,275,246,52,176,99,1,571,1024,737,929,96","816,224,145,485,340,586,361,669,275,269,929,246,52,900,99,1024,861,1,737,176",None,0.392,None,"(None, 10, 0)",None,None,"569,2,158,290,41,609,653,99,52,421,1244,344,977,628,1226,1016,244,998,49,140,1230,595,392,737,118,188,520,1104,816,361","569,2,158,290,41,609,653,99,52,421,1244,344,977,628,1226,1016,244,998,49,140,1230,595,392,737,118,188,520,1104,816,361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1","sync_569,sync_2,sync_158,sync_290,sync_41,sync_609,sync_653,sync_99,sync_52,sync_421,sync_1244,sync_344,sync_977,sync_628,sync_1226,sync_1016,sync_244,sync_998,sync_49,sync_140,sync_1230,sync_595,sync_392,sync_737,sync_118,sync_188,sync_520,sync_1104,sync_816,sync_361",0,None,None,None,23.143,None,816,816,None,1,"816,224,145,485,340","816,224,145,485,340",None,1.0,"816,224,145,485,340,586,361,669,275,269","816,224,145,485,340,586,361,669,275,269",None,1.0,"816,224,145,485,340,586,361,669,275,269,929,246,52,900,99,1024,861,1,737,176","816,224,145,485,340,586,361,669,275,269,929,246,52,900,99,1024,861,1,737,176",None,1.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
322,genetic,None,"61,752,613,201,563,102,817,472,243,25,357,180,67,181,278,217,89,308,258,486,212,79,95,141,343,614,48,196,749,289,103,802,500,424,162,210,240,630,241,33,355,63,696,119,372,113,97,315,322,293","61,752,613,201,563,102,817,472,243,25,357,180,67,181,278,217,89,308,258,486,212,79,95,141,343,614,48,196,749,289,103,802,500,424,162,210,240,30,241,33,355,63,696,119,372,113,97,315,322,293",None,1,None,None,105.305,None,None,None,None,13,58,None,0,None,"13,58,227,101,50","58,13,101,227,658",None,0.434,None,"13,58,227,101,50,658,25,289,102,592","58,13,101,227,658,50,289,23,102,25",None,0.483,None,"13,58,227,101,50,658,25,289,102,592,23,196,614,190,670,530,321,48,89,10","58,13,101,227,658,50,289,23,102,25,196,592,190,614,670,321,10,48,530,157",None,0.495,None,"(None, 10, 0)",None,None,"61,752,613,201,563,102,817,472,243,25,357,180,67,181,278,217,89,308,258,486,212,79,95,141,343,614,48,196,749,289,103,802,500,424,162,210,240,630,241,33,355,63,696,119,372,113,97,315,322,293","61,752,613,201,563,102,817,472,243,25,357,180,67,181,278,217,89,308,258,486,212,79,95,141,343,614,48,196,749,289,103,802,500,424,162,210,240,630,241,33,355,63,696,119,372,113,97,315,322,293","sync_61,sync_752,sync_613,sync_201,sync_563,sync_102,sync_817,sync_472,sync_243,sync_25,sync_357,sync_180,sync_67,sync_181,sync_278,sync_217,sync_89,sync_308,sync_258,sync_486,sync_212,sync_79,sync_95,sync_141,sync_343,sync_614,sync_48,sync_196,sync_749,sync_289,sync_103,sync_802,sync_500,sync_424,sync_162,sync_210,sync_240,sync_630,sync_241,sync_33,sync_355,sync_63,sync_696,sync_119,sync_372,sync_113,sync_97,sync_315,sync_322,sync_293",0,None,None,None,10.301,None,58,58,None,1,"58,13,101,227,658","58,13,101,227,658",None,1.0,"58,13,101,227,658,50,289,23,102,25","58,13,101,227,658,50,289,23,102,25",None,1.0,"58,13,101,227,658,50,289,23,102,25,196,592,190,614,670,321,10,48,530,157","58,13,101,227,658,50,289,23,102,25,196,592,190,614,670,321,10,48,530,157",None,1.0,True,SASRec,ml-100k,False,8192,10,0,0.5,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",genetic,True,0.5,"Thu, 06 Feb 2025 18:55:38"
