i,gen_target_y@1,pop_size,generations,jaccard_threshold,gen_strategy,gen_error,gen_source,gen_aligned,gen_alignment,gen_cost,gen_gt,gen_aligned_gt,gen_dataset_time,gen_good_points_percentage,gen_bad_points_percentage,gen_good_points_edit_distance,gen_bad_points_edit_distance,gen_aligned_gt@1,gen_gt@1,gen_score@1,gen_source_score@1,gen_aligned_gt@5,gen_gt@5,gen_target_y@5,gen_score@5,gen_source_score@5,gen_aligned_gt@10,gen_gt@10,gen_target_y@10,gen_score@10,gen_source_score@10,gen_aligned_gt@20,gen_gt@20,gen_target_y@20,gen_score@20,gen_source_score@20,determinism,model,dataset,target_cat,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,timestamp
70,{0},8192,10,0.5,targeted,nan,"96,176,41,669,52,217,316,320,157,100,949,254,582,887,439,37,358,240,1052,357,1017,32,187,201,362,186,819,733,25,390,857","96,176,41,669,52,217,316,320,157,100,949,254,582,887,439,37,358,240,1052,357,1017,32,187,201,362,186,819,733,25,390,357",nan,1.0,nan,nan,75.45,95.837,77.026,3.104,3.436,"{0, 1, 13, 14, 16}",{3},1.0,0.0,"{0, 1, 13, 14, 16},{0, 1, 13, 14, 16},{0, 1},{0, 1},{15, 7}","{3},{2, 3},{0, 1},{3},{3}","{0},{0},{0},{0},{0}",0.928,0.093,"{0, 1, 13, 14, 16},{0, 1, 13, 14, 16},{0, 1},{0, 1},{15, 7},{3, 14},{5, 7},{0, 15},{0, 14, 15},{16, 7}","{3},{2, 3},{0, 1},{3},{3},{5, 7},{8, 3, 14, 7},{0, 1},{3, 14},{3, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.809,0.297,"{0, 1, 13, 14, 16},{0, 1, 13, 14, 16},{0, 1},{0, 1},{15, 7},{3, 14},{5, 7},{0, 15},{0, 14, 15},{16, 7},{3},{0, 14, 15},{0, 1, 7, 13, 14, 16},{2, 3},{0, 16, 7},{9, 14},{7},{0, 5, 7},{0, 16, 14, 15},{3, 7}","{3},{2, 3},{0, 1},{3},{3},{5, 7},{8, 3, 14, 7},{0, 1},{3, 14},{3, 7},{15, 7},{0, 1, 13, 14, 16},{15, 5, 7},{0, 14, 15},{0, 16, 7},{11, 3, 7},{7},{0, 1, 13, 14, 16},{9, 14},{0, 11, 3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.776,0.47,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sun, 05 Jan 2025 01:31:35"
70,{0},4096,10,0.7,targeted,nan,"96,176,41,669,52,217,316,320,157,100,949,254,582,887,439,37,358,240,1052,357,1017,32,187,201,362,186,819,733,25,390,857","96,176,41,669,52,217,316,320,157,100,949,254,582,887,439,37,358,240,1052,357,1017,32,187,201,362,186,819,733,25,390,357",nan,1.0,nan,nan,37.726,95.264,78.271,3.304,3.293,"{0, 1, 13, 14, 16}",{3},1.0,0.0,"{0, 1, 13, 14, 16},{0, 1, 13, 14, 16},{0, 1},{0, 1},{15, 7}","{3},{2, 3},{0, 1},{3},{3}","{0},{0},{0},{0},{0}",0.928,0.093,"{0, 1, 13, 14, 16},{0, 1, 13, 14, 16},{0, 1},{0, 1},{15, 7},{3, 14},{5, 7},{0, 15},{0, 14, 15},{16, 7}","{3},{2, 3},{0, 1},{3},{3},{5, 7},{8, 3, 14, 7},{0, 1},{3, 14},{3, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.809,0.297,"{0, 1, 13, 14, 16},{0, 1, 13, 14, 16},{0, 1},{0, 1},{15, 7},{3, 14},{5, 7},{0, 15},{0, 14, 15},{16, 7},{3},{0, 14, 15},{0, 1, 7, 13, 14, 16},{2, 3},{0, 16, 7},{9, 14},{7},{0, 5, 7},{0, 16, 14, 15},{3, 7}","{3},{2, 3},{0, 1},{3},{3},{5, 7},{8, 3, 14, 7},{0, 1},{3, 14},{3, 7},{15, 7},{0, 1, 13, 14, 16},{15, 5, 7},{0, 14, 15},{0, 16, 7},{11, 3, 7},{7},{0, 1, 13, 14, 16},{9, 14},{0, 11, 3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.776,0.47,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 02:16:38"
166,{0},8192,10,0.5,targeted,nan,"96,1024,87,358,243,154,365,13,53,25,141,210,337,863,98,645,705,78,404,453,856,104,511,279,677,556,707,641,6,387,735,83,157,400,23,97,472,102,230,493,475","96,1024,87,358,243,154,365,13,53,25,141,210,337,863,98,645,705,78,404,453,856,104,511,279,677,556,707,641,6,387,735,83,157,400,23,97,472,102,230,930,475",nan,1.0,nan,nan,83.49,95.569,81.47,3.85,3.945,"{0, 16, 14, 15}","{15, 7}",1.0,1.0,"{0, 16, 14, 15},{0, 15},{0, 15},{0, 1, 3, 10, 14},{0, 1, 14}","{15, 7},{5, 7},{13, 15, 5, 7},{3},{3, 14}","{0},{0},{0},{0},{0}",1.0,0.881,"{0, 16, 14, 15},{0, 15},{0, 15},{0, 1, 3, 10, 14},{0, 1, 14},{0, 16, 7},{0, 1},{5, 7},{13, 15, 5, 7},{0, 15}","{15, 7},{5, 7},{13, 15, 5, 7},{3},{3, 14},{0, 15},{0, 14, 15},{3, 13},{5, 15},{0, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.866,0.874,"{0, 16, 14, 15},{0, 15},{0, 15},{0, 1, 3, 10, 14},{0, 1, 14},{0, 16, 7},{0, 1},{5, 7},{13, 15, 5, 7},{0, 15},{0, 10, 14, 15},{0, 14, 15},{14, 7},{0, 5, 15},{0, 14, 15},{0, 16, 7},{0, 1},{0, 1, 15},{0, 1, 15},{0, 10}","{15, 7},{5, 7},{13, 15, 5, 7},{3},{3, 14},{0, 15},{0, 14, 15},{3, 13},{5, 15},{0, 15},{0, 1},{16, 15, 7},{0, 14, 15},{16, 3, 13},{16, 7},{0, 1, 14},{8, 3, 14, 7},{11, 2, 3},{5, 15},{0, 15, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.886,0.78,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sun, 05 Jan 2025 17:53:21"
166,{0},2048,10,0.5,targeted,nan,"96,1024,87,358,243,154,365,13,53,25,141,210,337,863,98,645,705,78,404,453,856,104,511,279,677,556,707,641,6,387,735,83,157,400,23,97,472,102,230,493,475","96,1024,87,358,243,154,365,13,53,25,141,210,337,863,98,645,705,78,404,453,856,104,511,279,677,556,707,641,6,387,735,83,1497,400,23,97,472,102,230,493,475",nan,1.0,nan,nan,20.995,96.24,84.033,3.982,4.216,"{0, 15}","{15, 7}",1.0,1.0,"{0, 15},{0, 15},{3},{15, 7},{12, 15}","{15, 7},{5, 7},{13, 15, 5, 7},{3},{3, 14}","{0},{0},{0},{0},{0}",0.604,0.29,"{0, 15},{0, 15},{3},{15, 7},{12, 15},{0, 14, 15},{0},{0, 15},{3, 7},{0, 1, 5, 7}","{15, 7},{5, 7},{13, 15, 5, 7},{3},{3, 14},{0, 15},{0, 14, 15},{3, 13},{5, 15},{0, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.702,0.46,"{0, 15},{0, 15},{3},{15, 7},{12, 15},{0, 14, 15},{0},{0, 15},{3, 7},{0, 1, 5, 7},{13, 15, 5, 7},{16, 15, 7},{0, 3, 5, 10, 15},{0, 1, 14},{0, 1, 3, 5},{0, 14, 15},{10},{9, 14},{3, 7},{3, 14}","{15, 7},{5, 7},{13, 15, 5, 7},{3},{3, 14},{0, 15},{0, 14, 15},{3, 13},{5, 15},{0, 15},{0, 1},{16, 15, 7},{0, 14, 15},{16, 3, 13},{16, 7},{0, 1, 14},{8, 3, 14, 7},{11, 2, 3},{5, 15},{0, 15, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.62,0.406,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sat, 04 Jan 2025 15:42:49"
84,{0},8192,10,0.5,targeted,nan,"956,1000,926,745,149,762,891,579,692,1230,1059,207,1406,1193,892,555,246,631,326,960,332,1139,1390,57,1023,162,183,196,232,245,795,607,8,432,346,493,355,519,136,1050,77,1166,159,406,890,1055,28,948,345,832","956,1000,926,745,149,762,891,579,692,1230,1059,207,1406,1193,892,555,246,631,326,960,332,1139,1390,57,1023,162,183,196,232,245,795,607,8,432,346,493,355,519,136,1050,77,1166,159,406,890,1055,28,948,345,183",nan,1.0,nan,nan,83.799,98.254,85.693,2.92,3.595,"{0, 1, 5}","{11, 1, 3}",1.0,1.0,"{0, 1, 5},{17},{3, 13, 15},{0, 1, 3, 5},{0, 1, 14}","{11, 1, 3},{3, 7},{10, 3},{3, 13},{3, 13}","{0},{0},{0},{0},{0}",0.734,0.72,"{0, 1, 5},{17},{3, 13, 15},{0, 1, 3, 5},{0, 1, 14},{0, 1, 14},{7},{7},{3},{17}","{11, 1, 3},{3, 7},{10, 3},{3, 13},{3, 13},{7},{7},{0, 3, 5, 10, 15},{3},{0, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.674,0.548,"{0, 1, 5},{17},{3, 13, 15},{0, 1, 3, 5},{0, 1, 14},{0, 1, 14},{7},{7},{3},{17},{3},{7},{10},{0, 1, 5, 7},{0, 1, 14},{3, 13},{7},{10, 14, 15},{3, 7},{11, 13}","{11, 1, 3},{3, 7},{10, 3},{3, 13},{3, 13},{7},{7},{0, 3, 5, 10, 15},{3},{0, 15},{10, 14, 15},{17},{1, 3, 7},{3},{3, 12, 5, 15},{8, 1, 3},{14, 15},{3},{15, 7},{3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.572,0.418,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sun, 05 Jan 2025 01:31:35"
84,{0},4096,10,0.7,targeted,nan,"956,1000,926,745,149,762,891,579,692,1230,1059,207,1406,1193,892,555,246,631,326,960,332,1139,1390,57,1023,162,183,196,232,245,795,607,8,432,346,493,355,519,136,1050,77,1166,159,406,890,1055,28,948,345,832","956,1000,926,745,149,762,891,579,692,1230,1059,207,1406,1193,892,555,246,631,326,960,332,1139,1390,57,1023,162,183,196,232,245,795,607,8,432,346,493,355,519,136,1050,77,1166,159,406,890,1055,28,948,245,832",nan,1.0,nan,nan,42.661,98.022,82.202,2.86,3.975,"{0, 1, 5}","{11, 1, 3}",1.0,1.0,"{0, 1, 5},{7},{11, 1, 3},{3},{0, 15}","{11, 1, 3},{3, 7},{10, 3},{3, 13},{3, 13}","{0},{0},{0},{0},{0}",0.596,0.895,"{0, 1, 5},{7},{11, 1, 3},{3},{0, 15},{0, 1},{0, 3, 7},{1, 3},{0, 16, 13, 7},{16, 13, 7}","{11, 1, 3},{3, 7},{10, 3},{3, 13},{3, 13},{7},{7},{0, 3, 5, 10, 15},{3},{0, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.622,0.721,"{0, 1, 5},{7},{11, 1, 3},{3},{0, 15},{0, 1},{0, 3, 7},{1, 3},{0, 16, 13, 7},{16, 13, 7},{3, 13},{11, 3},{17},{11, 13},{11, 1, 3, 7},{0, 1, 3, 5},{3},{0, 3, 5, 10, 15},{1, 3, 7},{0, 1, 14}","{11, 1, 3},{3, 7},{10, 3},{3, 13},{3, 13},{7},{7},{0, 3, 5, 10, 15},{3},{0, 15},{10, 14, 15},{17},{1, 3, 7},{3},{3, 12, 5, 15},{8, 1, 3},{14, 15},{3},{15, 7},{3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.548,0.638,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Tue, 07 Jan 2025 02:16:38"
84,{0},2048,10,0.7,targeted,nan,"956,1000,926,745,149,762,891,579,692,1230,1059,207,1406,1193,892,555,246,631,326,960,332,1139,1390,57,1023,162,183,196,232,245,795,607,8,432,346,493,355,519,136,1050,77,1166,159,406,890,1055,28,948,345,832","956,1000,926,745,149,762,891,579,692,1230,1059,207,1406,1193,892,555,246,631,326,960,332,1139,1390,57,1023,162,183,196,232,245,795,607,8,432,346,493,355,519,136,1050,77,1166,159,406,890,1055,28,948,148,832",nan,1.0,nan,nan,21.194,98.291,80.713,2.83,4.226,"{0, 1, 5}","{11, 1, 3}",1.0,1.0,"{0, 1, 5},{11, 1, 3},{7},{3},{3}","{11, 1, 3},{3, 7},{10, 3},{3, 13},{3, 13}","{0},{0},{0},{0},{0}",0.483,0.867,"{0, 1, 5},{11, 1, 3},{7},{3},{3},{3},{10, 14, 15},{8, 1, 3},{0, 1, 3, 5},{11, 13}","{11, 1, 3},{3, 7},{10, 3},{3, 13},{3, 13},{7},{7},{0, 3, 5, 10, 15},{3},{0, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.408,0.76,"{0, 1, 5},{11, 1, 3},{7},{3},{3},{3},{10, 14, 15},{8, 1, 3},{0, 1, 3, 5},{11, 13},{1, 3, 13},{1, 3, 7},{0, 3, 5, 10, 15},{0, 15},{0, 1, 14, 15},{3, 13, 15},{14, 15},{3, 13},{3},{17}","{11, 1, 3},{3, 7},{10, 3},{3, 13},{3, 13},{7},{7},{0, 3, 5, 10, 15},{3},{0, 15},{10, 14, 15},{17},{1, 3, 7},{3},{3, 12, 5, 15},{8, 1, 3},{14, 15},{3},{15, 7},{3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.416,0.697,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Mon, 06 Jan 2025 18:58:54"
84,{0},2048,10,0.5,targeted,nan,"956,1000,926,745,149,762,891,579,692,1230,1059,207,1406,1193,892,555,246,631,326,960,332,1139,1390,57,1023,162,183,196,232,245,795,607,8,432,346,493,355,519,136,1050,77,1166,159,406,890,1055,28,948,345,832","956,1000,926,745,149,762,891,579,692,1230,1059,207,1406,1193,892,555,246,631,326,960,332,1139,1390,57,1023,162,183,196,232,245,795,607,8,432,346,493,355,519,136,1050,77,1166,159,406,890,1055,28,948,148,832",nan,1.0,nan,nan,21.185,98.291,80.713,2.83,4.226,"{0, 1, 5}","{11, 1, 3}",1.0,1.0,"{0, 1, 5},{11, 1, 3},{7},{3},{3}","{11, 1, 3},{3, 7},{10, 3},{3, 13},{3, 13}","{0},{0},{0},{0},{0}",0.483,0.867,"{0, 1, 5},{11, 1, 3},{7},{3},{3},{3},{10, 14, 15},{8, 1, 3},{0, 1, 3, 5},{11, 13}","{11, 1, 3},{3, 7},{10, 3},{3, 13},{3, 13},{7},{7},{0, 3, 5, 10, 15},{3},{0, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.408,0.76,"{0, 1, 5},{11, 1, 3},{7},{3},{3},{3},{10, 14, 15},{8, 1, 3},{0, 1, 3, 5},{11, 13},{1, 3, 13},{1, 3, 7},{0, 3, 5, 10, 15},{0, 15},{0, 1, 14, 15},{3, 13, 15},{14, 15},{3, 13},{3},{17}","{11, 1, 3},{3, 7},{10, 3},{3, 13},{3, 13},{7},{7},{0, 3, 5, 10, 15},{3},{0, 15},{10, 14, 15},{17},{1, 3, 7},{3},{3, 12, 5, 15},{8, 1, 3},{14, 15},{3},{15, 7},{3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.416,0.697,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sat, 04 Jan 2025 15:42:49"
169,{0},2048,10,0.5,targeted,nan,"94,503,167,114,334,248,142,395,924,661,413,432,514,210,151,414,162,180,545,1050,121,192,350,274,590,4,457,48,227,437,43,572,26,553,205,367,505,97,155,193,472,157,533,57,115,254,619,946,27,346","94,503,167,114,334,248,142,395,924,661,413,432,514,210,151,414,162,180,545,1050,121,192,350,274,590,4,457,48,227,437,43,572,26,553,205,367,505,97,155,193,472,157,533,57,115,254,619,924,27,346",nan,1.0,nan,nan,22.073,95.41,83.838,3.418,2.903,"{0, 13}","{3, 13}",1.0,1.0,"{0, 13},{0, 1, 14},{11, 3},{0, 1, 3, 8, 14},{5, 14, 7}","{3, 13},{11, 3},{3, 14},{0, 13},{2, 3}","{0},{0},{0},{0},{0}",0.737,0.628,"{0, 13},{0, 1, 14},{11, 3},{0, 1, 3, 8, 14},{5, 14, 7},{2, 3},{0, 1, 14},{1, 3, 13},{3, 13},{3, 14}","{3, 13},{11, 3},{3, 14},{0, 13},{2, 3},{0, 1, 14},{0, 1, 3, 8, 14},{1, 3, 13},{0, 1, 14},{3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.585,0.624,"{0, 13},{0, 1, 14},{11, 3},{0, 1, 3, 8, 14},{5, 14, 7},{2, 3},{0, 1, 14},{1, 3, 13},{3, 13},{3, 14},{0, 1, 14, 15},{8, 3, 14, 7},{10},{3, 13},{0, 1, 3, 13},{0, 11, 3},{0, 15},{0, 1, 14},{11},{3, 13, 15}","{3, 13},{11, 3},{3, 14},{0, 13},{2, 3},{0, 1, 14},{0, 1, 3, 8, 14},{1, 3, 13},{0, 1, 14},{3},{3, 7},{1, 3},{13, 7},{2, 3},{11, 3},{8, 3, 14, 7},{3, 13},{3, 13, 15},{1, 2, 14, 15},{0, 1, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.588,0.589,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sat, 04 Jan 2025 15:42:49"
169,{0},8192,10,0.5,targeted,nan,"94,503,167,114,334,248,142,395,924,661,413,432,514,210,151,414,162,180,545,1050,121,192,350,274,590,4,457,48,227,437,43,572,26,553,205,367,505,97,155,193,472,157,533,57,115,254,619,946,27,346","94,503,167,114,334,248,142,395,924,661,413,432,514,210,151,414,162,180,545,1050,121,192,350,274,590,4,457,48,227,437,43,572,26,553,205,367,505,97,155,193,472,157,533,57,115,254,619,596,27,346",nan,1.0,nan,nan,89.163,95.996,84.753,3.663,3.221,"{0, 16, 14}","{3, 13}",1.0,0.0,"{0, 16, 14},{0, 1, 14},{0, 13},{0, 1, 14},{15, 7}","{3, 13},{11, 3},{3, 14},{0, 13},{2, 3}","{0},{0},{0},{0},{0}",0.903,0.162,"{0, 16, 14},{0, 1, 14},{0, 13},{0, 1, 14},{15, 7},{0, 1, 12},{1, 17, 7},{0, 1, 14, 15},{0, 15},{7}","{3, 13},{11, 3},{3, 14},{0, 13},{2, 3},{0, 1, 14},{0, 1, 3, 8, 14},{1, 3, 13},{0, 1, 14},{3}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.831,0.471,"{0, 16, 14},{0, 1, 14},{0, 13},{0, 1, 14},{15, 7},{0, 1, 12},{1, 17, 7},{0, 1, 14, 15},{0, 15},{7},{7},{0, 1, 15},{0, 1, 15},{16, 7},{13, 7},{13, 5, 7},{7},{0, 13, 15},{11, 2, 3},{0, 10}","{3, 13},{11, 3},{3, 14},{0, 13},{2, 3},{0, 1, 14},{0, 1, 3, 8, 14},{1, 3, 13},{0, 1, 14},{3},{3, 7},{1, 3},{13, 7},{2, 3},{11, 3},{8, 3, 14, 7},{3, 13},{3, 13, 15},{1, 2, 14, 15},{0, 1, 15}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.719,0.54,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sun, 05 Jan 2025 17:53:21"
136,{0},2048,10,0.5,targeted,nan,"93,190,223,303,379,1070,863,414,159,1435,433,465,601,569,53,720,2,95,298,7,102,241,509,497,32,983,113,92,734,406,754,103,67,434,37,312,600,455,39,409,461,162,180,226,568,6,358,255,751,116","93,190,223,303,379,1070,863,414,159,1435,433,465,601,569,53,720,2,95,298,7,102,241,509,497,32,983,113,92,734,406,754,103,67,434,37,312,600,455,39,409,461,1062,180,226,568,6,358,255,751,116",nan,1.0,nan,nan,21.298,87.549,88.477,2.784,2.247,"{0, 1, 14, 16}","{0, 1, 14, 16}",1.0,1.0,"{0, 1, 14, 16},{0, 13, 7},{3, 7},{13, 7},{7}","{0, 1, 14, 16},{13, 7},{9, 12, 5, 15},{0, 13, 7},{3, 7}","{0},{0},{0},{0},{0}",0.724,0.799,"{0, 1, 14, 16},{0, 13, 7},{3, 7},{13, 7},{7},{7},{9, 12, 5, 15},{7},{0, 7},{11, 2, 3}","{0, 1, 14, 16},{13, 7},{9, 12, 5, 15},{0, 13, 7},{3, 7},{7},{7},{7},{3},{0, 10, 14}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.559,0.642,"{0, 1, 14, 16},{0, 13, 7},{3, 7},{13, 7},{7},{7},{9, 12, 5, 15},{7},{0, 7},{11, 2, 3},{3},{0, 10, 14},{0, 13, 15},{1, 3},{16, 7},{3, 7},{5, 7},{14, 7},{13, 7},{0, 1, 13, 14, 16}","{0, 1, 14, 16},{13, 7},{9, 12, 5, 15},{0, 13, 7},{3, 7},{7},{7},{7},{3},{0, 10, 14},{12, 5, 7},{13, 7},{13, 7},{16, 7},{11, 2, 3},{11, 7},{0, 1, 13, 14, 16},{0, 13, 15},{0, 15},{5, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.526,0.469,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sat, 04 Jan 2025 15:42:49"
136,{0},8192,10,0.5,targeted,nan,"93,190,223,303,379,1070,863,414,159,1435,433,465,601,569,53,720,2,95,298,7,102,241,509,497,32,983,113,92,734,406,754,103,67,434,37,312,600,455,39,409,461,162,180,226,568,6,358,255,751,116","93,190,223,303,379,1070,863,414,159,1435,433,465,601,569,53,720,2,95,298,7,102,241,509,409,32,983,113,92,734,406,754,103,67,434,37,312,600,455,39,409,461,162,180,226,568,6,358,255,751,116",nan,1.0,nan,nan,88.573,91.431,87.659,2.714,2.216,"{0, 1, 14, 16}","{0, 1, 14, 16}",1.0,1.0,"{0, 1, 14, 16},{13, 7},{9, 12, 5, 15},{0, 13, 7},{3, 7}","{0, 1, 14, 16},{13, 7},{9, 12, 5, 15},{0, 13, 7},{3, 7}","{0},{0},{0},{0},{0}",0.567,1.0,"{0, 1, 14, 16},{13, 7},{9, 12, 5, 15},{0, 13, 7},{3, 7},{7},{7},{7},{3},{12, 5, 7}","{0, 1, 14, 16},{13, 7},{9, 12, 5, 15},{0, 13, 7},{3, 7},{7},{7},{7},{3},{0, 10, 14}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.46,0.925,"{0, 1, 14, 16},{13, 7},{9, 12, 5, 15},{0, 13, 7},{3, 7},{7},{7},{7},{3},{12, 5, 7},{11, 7},{0, 10, 14},{13, 7},{11, 2, 3},{0, 13, 15},{16, 7},{13, 7},{0, 15},{0, 1, 13, 14, 16},{10, 15}","{0, 1, 14, 16},{13, 7},{9, 12, 5, 15},{0, 13, 7},{3, 7},{7},{7},{7},{3},{0, 10, 14},{12, 5, 7},{13, 7},{13, 7},{16, 7},{11, 2, 3},{11, 7},{0, 1, 13, 14, 16},{0, 13, 15},{0, 15},{5, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.472,0.81,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sun, 05 Jan 2025 17:53:21"
149,{0},2048,10,0.5,targeted,nan,"916,596,563,575,245,330,538,192,29,981,221,914,844,1017,390,126,240,1152,1066,911,867,476,637,391,357,572,865,25,210,39,30,678,539,464,236,799,580,406,230,1064,196,980,251,347,492,2,381,595,1244,41","916,596,563,575,245,330,538,192,29,981,221,914,844,1017,390,126,240,1152,1066,911,867,476,637,391,357,572,865,25,210,39,30,678,539,464,236,799,580,406,230,1064,196,980,251,347,492,2,381,981,1244,41",nan,1.0,nan,nan,21.529,92.432,86.182,3.557,2.947,"{0, 1, 14, 16}",{7},1.0,0.0,"{0, 1, 14, 16},{7},{0, 7},{0, 10, 14},{15, 7}","{7},{0, 1, 14, 16},{0, 7},{10, 12, 5, 15},{3}","{0},{0},{0},{0},{0}",0.818,0.272,"{0, 1, 14, 16},{7},{0, 7},{0, 10, 14},{15, 7},{13, 7},{16, 7},{13, 7},{10, 12, 5, 15},{7}","{7},{0, 1, 14, 16},{0, 7},{10, 12, 5, 15},{3},{5, 15},{15, 7},{16, 7},{0, 10, 14},{15, 14, 7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.562,0.432,"{0, 1, 14, 16},{7},{0, 7},{0, 10, 14},{15, 7},{13, 7},{16, 7},{13, 7},{10, 12, 5, 15},{7},{15, 13, 7},{5, 15},{7},{9, 12, 5, 15},{10, 12, 15},{6},{12, 5, 7},{7},{15, 14, 7},{3}","{7},{0, 1, 14, 16},{0, 7},{10, 12, 5, 15},{3},{5, 15},{15, 7},{16, 7},{0, 10, 14},{15, 14, 7},{9, 12, 5, 15},{6},{12, 5, 7},{13, 7},{1, 3},{7},{13, 7},{12, 15},{10, 12, 15},{7}","{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0},{0}",0.376,0.455,True,BERT4Rec,ml-100k,False,0,0.50,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,"Sat, 04 Jan 2025 15:42:49"
